cve_municipio,cve_delegacion,cve_entidad,descripción entidad,descripción municipio
V90,22,21,Puebla,Ahuacatlán
V91,22,21,Puebla,Ahuazotepec
V92,22,21,Puebla,Amixtlán
V93,22,21,Puebla,Atempan
V94,22,21,Puebla,Ayotoxco de Guerrero
V95,22,21,Puebla,Camocuautla
V96,22,21,Puebla,Caxhuacan
V97,22,21,Puebla,Coatepec
V98,22,21,Puebla,Cuautempan
V99,22,21,Puebla,Cuyoaco
W01,22,21,Puebla,Chiconcuautla
W02,22,21,Puebla,Chignautla
W03,22,21,Puebla,Honey
W04,22,21,Puebla,Francisco Z. Mena
W05,22,21,Puebla,Hermenegildo Galeana
W06,22,21,Puebla,Huehuetla
W07,22,21,Puebla,Hueyapan
W08,22,21,Puebla,Hueytamalco
W09,22,21,Puebla,Hueytlalpan
W10,22,21,Puebla,Huitzilan de Serdán
W11,22,21,Puebla,Atlequizayan
W12,22,21,Puebla,Ixtacamaxtitlán
W13,22,21,Puebla,Ixtepec
W14,22,21,Puebla,Jalpan
W15,22,21,Puebla,Jonotla
W16,22,21,Puebla,Jopala
W17,22,21,Puebla,Naupan
W18,22,21,Puebla,Nauzontla
W19,22,21,Puebla,Ocotepec
W20,22,21,Puebla,Olintla
W21,22,21,Puebla,Pahuatlán
W22,22,21,Puebla,Pantepec
W23,22,21,Puebla,San Felipe Tepatlán
W24,22,21,Puebla,Tenampulco
W25,22,21,Puebla,Tepango de Rodríguez
W26,22,21,Puebla,Tepetzintla
W27,22,21,Puebla,Tepeyahualco
W28,22,21,Puebla,Teteles de Avila Castillo
W29,22,21,Puebla,Tlacuilotepec
W30,22,21,Puebla,Tlaola
W31,22,21,Puebla,Tlapacoya
W32,22,21,Puebla,Tlaxco
W33,22,21,Puebla,Tuzamapan de Galeana
W34,22,21,Puebla,Venustiano Carranza
W35,22,21,Puebla,Xiutetelco
W36,22,21,Puebla,Xochiapulco
W37,22,21,Puebla,Xochitlán de Vicente Suárez
W38,22,21,Puebla,Yaonáhuac
W39,22,21,Puebla,Zapotitlán de Méndez
W40,22,21,Puebla,Zautla
W41,22,21,Puebla,Zihuateutla
W42,22,21,Puebla,Zongozotla
W43,22,21,Puebla,Zoquiapan
W44,22,21,Puebla,Ahuatlán
W45,22,21,Puebla,Ahuehuetitla
W46,22,21,Puebla,Albino Zertuche
W47,22,21,Puebla,Atexcal
W48,22,21,Puebla,Atoyatempan
W49,22,21,Puebla,Atzitzihuacán
W50,22,21,Puebla,Axutla
W51,22,21,Puebla,Calpan
W52,22,21,Puebla,Coatzingo
W53,22,21,Puebla,Cohetzala
W54,22,21,Puebla,Cohuecan
W55,22,21,Puebla,Coyomeapan
W56,22,21,Puebla,Cuayuca de Andrade
W57,22,21,Puebla,Chapulco
W58,22,21,Puebla,Chichiquila
W59,22,21,Puebla,Chigmecatitlán
W60,22,21,Puebla,Chila de la Sal
W61,22,21,Puebla,Chinantla
W62,22,21,Puebla,Domingo Arenas
W63,22,21,Puebla,Eloxochitlán
W64,22,21,Puebla,Guadalupe
W65,22,21,Puebla,Huaquechula
W66,22,21,Puebla,Huatlatlauca
W67,22,21,Puebla,Huitziltepec
W68,22,21,Puebla,Ixcamilpa de Guerrero
W69,22,21,Puebla,Jolalpan
W70,22,21,Puebla,La Magdalena Tlatlauquitepec
W71,22,21,Puebla,Cañada Morelos
W72,22,21,Puebla,Nealtican
W73,22,21,Puebla,Nicolás Bravo
W74,22,21,Puebla,Piaxtla
W75,22,21,Puebla,San Antonio Cañada
W76,22,21,Puebla,San Diego la Mesa Tochimiltzingo
W77,22,21,Puebla,San Jerónimo Tecuanipan
W79,22,21,Puebla,San José Miahuatlán
W80,22,21,Puebla,San Juan Atzompa
W81,22,21,Puebla,San Martín Totoltepec
W82,22,21,Puebla,San Nicolás de los Ranchos
W83,22,21,Puebla,San Pablo Anicano
W84,22,21,Puebla,San Pedro Yeloixtlahuaca
W85,22,21,Puebla,San Salvador el Verde
W86,22,21,Puebla,San Sebastián Tlacotepec
W87,22,21,Puebla,Santa Catarina Tlaltempan
W88,22,21,Puebla,Santa Inés Ahuatempan
W89,22,21,Puebla,Santiago Miahuatlán
W90,22,21,Puebla,Huehuetlán el Grande
W91,22,21,Puebla,Tecomatlán
W92,22,21,Puebla,Teopantlán
W93,22,21,Puebla,Teotlalco
W94,22,21,Puebla,Tepemaxalco
W95,22,21,Puebla,Tepexco
W96,22,21,Puebla,Tianguismanalco
W97,22,21,Puebla,Tlapanalá
W98,22,21,Puebla,Tochimilco
W99,22,21,Puebla,Tochtepec
X01,22,21,Puebla,Totoltepec de Guerrero
X02,22,21,Puebla,Tulcingo
X03,22,21,Puebla,Tzicatlacoyan
X04,22,21,Puebla,Vicente Guerrero
X05,22,21,Puebla,Xayacatlán de Bravo
X06,22,21,Puebla,Xicotlán
X07,22,21,Puebla,Xochitlán Todos Santos
X08,22,21,Puebla,Zacapala
Y44,22,21,Puebla,Puebla
Y46,22,21,Puebla,Puebla
Z30,22,21,Puebla,Puebla
E22,23,22,Querétaro,Corregidora
E23,23,22,Querétaro,Querétaro
E24,23,22,Querétaro,San Juan del Río
E25,23,22,Querétaro,Tequisquiapan
E26,23,22,Querétaro,El Marqués
E27,23,22,Querétaro,Pedro Escobedo
J58,23,22,Querétaro,Amealco de Bonfil
J59,23,22,Querétaro,Pinal de Amoles
J60,23,22,Querétaro,Cadereyta de Montes
J61,23,22,Querétaro,Colón
J62,23,22,Querétaro,Ezequiel Montes
J63,23,22,Querétaro,Huimilpan
J64,23,22,Querétaro,Jalpan de Serra
J65,23,22,Querétaro,Landa de Matamoros
J66,23,22,Querétaro,Peñamiller
J67,23,22,Querétaro,San Joaquín
J68,23,22,Querétaro,Tolimán
X10,23,22,Querétaro,Arroyo Seco
Z34,23,22,Querétaro,Querétaro
E28,24,23,Quintana Roo,Cozumel
E29,24,23,Quintana Roo,Othón P. Blanco
L01,24,23,Quintana Roo,Benito Juárez
L02,24,23,Quintana Roo,Isla Mujeres
P95,24,23,Quintana Roo,Felipe Carrillo Puerto
X11,24,23,Quintana Roo,José María Morelos
X12,24,23,Quintana Roo,Lázaro Cárdenas
Y72,24,23,Quintana Roo,Solidaridad
Z35,24,23,Quintana Roo,Tulum
Z37,24,23,Quintana Roo,Bacalar
Z40,24,23,Quintana Roo,Puerto Morelos
E30,25,24,San Luis Potosí,Alaquines
E31,25,24,San Luis Potosí,Aquismón
E32,25,24,San Luis Potosí,Cárdenas
E33,25,24,San Luis Potosí,Ciudad del Maíz
E34,25,24,San Luis Potosí,Ciudad Fernández
E35,25,24,San Luis Potosí,Ciudad Valles
E36,25,24,San Luis Potosí,Matehuala
E37,25,24,San Luis Potosí,Rayón
E38,25,24,San Luis Potosí,Rioverde
E39,25,24,San Luis Potosí,San Luis Potosí
E40,25,24,San Luis Potosí,Santa Catarina
E41,25,24,San Luis Potosí,Soledad de Graciano Sánchez
E42,25,24,San Luis Potosí,Tamasopo
E43,25,24,San Luis Potosí,Tamuín
E44,25,24,San Luis Potosí,Tanlajás
E45,25,24,San Luis Potosí,Villa de la Paz
H19,25,24,San Luis Potosí,Charcas
H20,25,24,San Luis Potosí,Zaragoza
H33,25,24,San Luis Potosí,Santa María del Río
H72,25,24,San Luis Potosí,Salinas
H73,25,24,San Luis Potosí,Villa de Arriaga
J69,25,24,San Luis Potosí,Tierra Nueva
J70,25,24,San Luis Potosí,Villa de Reyes
K97,25,24,San Luis Potosí,San Martín Chalchicuautla
K98,25,24,San Luis Potosí,Tamazunchale
M24,25,24,San Luis Potosí,Cedral
O83,25,24,San Luis Potosí,Ebano
O84,25,24,San Luis Potosí,Villa de Ramos
O85,25,24,San Luis Potosí,Villa de Guadalupe
O86,25,24,San Luis Potosí,Tancanhuitz
O87,25,24,San Luis Potosí,Coxcatlán
O88,25,24,San Luis Potosí,Huehuetlán
O89,25,24,San Luis Potosí,San Antonio
O90,25,24,San Luis Potosí,Tampamolón Corona
O91,25,24,San Luis Potosí,Venado
O92,25,24,San Luis Potosí,Moctezuma
O93,25,24,San Luis Potosí,Xilitla
O94,25,24,San Luis Potosí,Axtla de Terrazas
O95,25,24,San Luis Potosí,Armadillo de los Infante
O96,25,24,San Luis Potosí,Cerro de San Pedro
O97,25,24,San Luis Potosí,Mexquitic de Carmona
O98,25,24,San Luis Potosí,Cerritos
O99,25,24,San Luis Potosí,Villa Juárez
P01,25,24,San Luis Potosí,Villa Hidalgo
P02,25,24,San Luis Potosí,Ahualulco
P03,25,24,San Luis Potosí,Guadalcázar
P04,25,24,San Luis Potosí,Catorce
P05,25,24,San Luis Potosí,Tampacán
P06,25,24,San Luis Potosí,Lagunillas
X13,25,24,San Luis Potosí,Santo Domingo
X14,25,24,San Luis Potosí,Vanegas
X15,25,24,San Luis Potosí,Villa de Arista
X16,25,24,San Luis Potosí,San Ciro de Acosta
X17,25,24,San Luis Potosí,San Nicolás Tolentino
X18,25,24,San Luis Potosí,San Vicente Tancuayalab
X19,25,24,San Luis Potosí,Tanquián de Escobedo
Y73,25,24,San Luis Potosí,San Luis Potosí
Y75,25,24,San Luis Potosí,El Naranjo
Y76,25,24,San Luis Potosí,Matlapa
E46,26,25,Sinaloa,Ahome
E47,26,25,Sinaloa,Angostura
E48,26,25,Sinaloa,Badiraguato
E49,26,25,Sinaloa,Culiacán
E50,26,25,Sinaloa,El Fuerte
E51,26,25,Sinaloa,Escuinapa
E52,26,25,Sinaloa,Guasave
E53,26,25,Sinaloa,Mazatlán
E54,26,25,Sinaloa,Rosario
E55,26,25,Sinaloa,Salvador Alvarado
H36,26,25,Sinaloa,Sinaloa
L50,26,25,Sinaloa,Choix
L51,26,25,Sinaloa,Concordia
L52,26,25,Sinaloa,San Ignacio
M42,26,25,Sinaloa,Cosalá
M43,26,25,Sinaloa,Elota
P96,26,25,Sinaloa,Mocorito
Y36,26,25,Sinaloa,Navolato
Z33,26,25,Sinaloa,Culiacán
E71,2,26,Sonora,San Luis Río Colorado
E56,27,26,Sonora,Agua Prieta
E57,27,26,Sonora,Altar
E58,27,26,Sonora,Bácum
E59,27,26,Sonora,Caborca
E60,27,26,Sonora,Cajeme
E61,27,26,Sonora,Empalme
E62,27,26,Sonora,Etchojoa
E63,27,26,Sonora,Guaymas
E64,27,26,Sonora,Hermosillo
E65,27,26,Sonora,Huatabampo
E66,27,26,Sonora,Magdalena
E67,27,26,Sonora,Navojoa
E68,27,26,Sonora,Nogales
E69,27,26,Sonora,Pitiquito
E70,27,26,Sonora,Puerto Peñasco
E72,27,26,Sonora,Santa Ana
E73,27,26,Sonora,Ures
H17,27,26,Sonora,Benjamín Hill
H18,27,26,Sonora,Cananea
K64,27,26,Sonora,Aconchi
K65,27,26,Sonora,Banámichi
K66,27,26,Sonora,Baviácora
K67,27,26,Sonora,Carbó
K68,27,26,Sonora,La Colorada
K69,27,26,Sonora,Huépac
K70,27,26,Sonora,Mazatán
K71,27,26,Sonora,Moctezuma
K72,27,26,Sonora,Opodepe
K73,27,26,Sonora,Rayón
K74,27,26,Sonora,San Felipe de Jesús
K75,27,26,Sonora,San Miguel de Horcasitas
K76,27,26,Sonora,Villa Pesqueira
L28,27,26,Sonora,Cumpas
M50,27,26,Sonora,Nacozari de García
M61,27,26,Sonora,Alamos
P97,27,26,Sonora,Sahuaripa
P98,27,26,Sonora,Bacanora
P99,27,26,Sonora,Arivechi
Q01,27,26,Sonora,Rosario
Q02,27,26,Sonora,Fronteras
Q03,27,26,Sonora,Naco
X20,27,26,Sonora,Atil
X21,27,26,Sonora,Cucurpe
X22,27,26,Sonora,Imuris
X23,27,26,Sonora,Oquitoa
X24,27,26,Sonora,Sáric
X25,27,26,Sonora,Suaqui Grande
X26,27,26,Sonora,Trincheras
X27,27,26,Sonora,Tubutama
X28,27,26,Sonora,Arizpe
X29,27,26,Sonora,Bacadéhuachi
X30,27,26,Sonora,Bacerac
X31,27,26,Sonora,Bacoachi
X32,27,26,Sonora,Bavispe
X33,27,26,Sonora,Divisaderos
X34,27,26,Sonora,Granados
X35,27,26,Sonora,Huachinera
X36,27,26,Sonora,Huásabas
X37,27,26,Sonora,Nácori Chico
X38,27,26,Sonora,Onavas
X39,27,26,Sonora,Quiriego
X40,27,26,Sonora,San Javier
X41,27,26,Sonora,San Pedro de la Cueva
X42,27,26,Sonora,Soyopa
X43,27,26,Sonora,Tepache
X44,27,26,Sonora,Villa Hidalgo
X45,27,26,Sonora,Yécora
X46,27,26,Sonora,Santa Cruz
Y44,27,26,Sonora,General Plutarco Elías Calles
Y95,27,26,Sonora,Benito Juárez
Y96,27,26,Sonora,San Ignacio Río Muerto
Z41,27,26,Sonora,Hermosillo
E74,28,27,Tabasco,Cárdenas
E75,28,27,Tabasco,Centro
E76,28,27,Tabasco,Comalcalco
E77,28,27,Tabasco,Huimanguillo
E78,28,27,Tabasco,Jalapa
E79,28,27,Tabasco,Macuspana
E80,28,27,Tabasco,Tacotalpa
E81,28,27,Tabasco,Tenosique
E82,28,27,Tabasco,Teapa
H37,28,27,Tabasco,Centla
M59,28,27,Tabasco,Cunduacán
M60,28,27,Tabasco,Paraíso
Q04,28,27,Tabasco,Balancán
Q05,28,27,Tabasco,Emiliano Zapata
Q06,28,27,Tabasco,Jonuta
Q07,28,27,Tabasco,Jalpa de Méndez
Q08,28,27,Tabasco,Nacajuca
E83,29,28,Tamaulipas,Aldama
E84,29,28,Tamaulipas,Altamira
E85,29,28,Tamaulipas,Antiguo Morelos
E86,29,28,Tamaulipas,Camargo
E87,29,28,Tamaulipas,Ciudad Madero
E88,29,28,Tamaulipas,Gómez Farías
E89,29,28,Tamaulipas,González
E90,29,28,Tamaulipas,Guerrero
E91,29,28,Tamaulipas,Gustavo Díaz Ordaz
E92,29,28,Tamaulipas,Llera
E93,29,28,Tamaulipas,El Mante
E94,29,28,Tamaulipas,Matamoros
E95,29,28,Tamaulipas,Mier
E96,29,28,Tamaulipas,Miguel Alemán
E97,29,28,Tamaulipas,Nuevo Laredo
E98,29,28,Tamaulipas,Nuevo Morelos
E99,29,28,Tamaulipas,Ocampo
F01,29,28,Tamaulipas,Reynosa
F02,29,28,Tamaulipas,Río Bravo
F03,29,28,Tamaulipas,Tampico
F04,29,28,Tamaulipas,Valle Hermoso
F05,29,28,Tamaulipas,Victoria
F06,29,28,Tamaulipas,Xicoténcatl
H39,29,28,Tamaulipas,Güémez
Q17,29,28,Tamaulipas,San Fernando
Q18,29,28,Tamaulipas,Soto la Marina
Q19,29,28,Tamaulipas,Padilla
Q20,29,28,Tamaulipas,Jiménez
Q21,29,28,Tamaulipas,Abasolo
Q22,29,28,Tamaulipas,Hidalgo
Q23,29,28,Tamaulipas,Villagrán
Q24,29,28,Tamaulipas,Mainero
Q25,29,28,Tamaulipas,Tula
X47,29,28,Tamaulipas,Burgos
X48,29,28,Tamaulipas,Bustamante
X49,29,28,Tamaulipas,Casas
X50,29,28,Tamaulipas,Cruillas
X51,29,28,Tamaulipas,Jaumave
X52,29,28,Tamaulipas,Méndez
X53,29,28,Tamaulipas,Miquihuana
X54,29,28,Tamaulipas,Palmillas
X55,29,28,Tamaulipas,San Carlos
X56,29,28,Tamaulipas,San Nicolás
F07,30,29,Tlaxcala,Amaxac de Guerrero
F08,30,29,Tlaxcala,Apetatitlán de Antonio Carvajal
F09,30,29,Tlaxcala,Apizaco
F10,30,29,Tlaxcala,Calpulalpan
F11,30,29,Tlaxcala,Chiautempan
F12,30,29,Tlaxcala,Santa Cruz Tlaxcala
F13,30,29,Tlaxcala,Tlaxcala
F14,30,29,Tlaxcala,Papalotla de Xicohténcatl
F15,30,29,Tlaxcala,Xicohtzinco
F16,30,29,Tlaxcala,Zacatelco
H40,30,29,Tlaxcala,Huamantla
H74,30,29,Tlaxcala,Contla de Juan Cuamatzi
H75,30,29,Tlaxcala,Nanacamilpa de Mariano Arista
H76,30,29,Tlaxcala,San Pablo del Monte
H77,30,29,Tlaxcala,Tlaxco
L03,30,29,Tlaxcala,Cuaxomulco
L04,30,29,Tlaxcala,Ixtacuixtla de Mariano Matamoros
L05,30,29,Tlaxcala,Tepetitla de Lardizábal
L06,30,29,Tlaxcala,Acuamanala de Miguel Hidalgo
L07,30,29,Tlaxcala,Natívitas
L08,30,29,Tlaxcala,Tenancingo
L09,30,29,Tlaxcala,Tepeyanco
L10,30,29,Tlaxcala,Tetlatlahuca
L11,30,29,Tlaxcala,Tzompantepec
L12,30,29,Tlaxcala,Xaloztoc
L13,30,29,Tlaxcala,Xaltocan
L14,30,29,Tlaxcala,Yauhquemehcan
L93,30,29,Tlaxcala,Españita
L94,30,29,Tlaxcala,Hueyotlipan
L95,30,29,Tlaxcala,Sanctórum de Lázaro Cárdenas
L96,30,29,Tlaxcala,Panotla
P72,30,29,Tlaxcala,El Carmen Tequexquitla
P89,30,29,Tlaxcala,Teolocholco
P90,30,29,Tlaxcala,Totolac
P91,30,29,Tlaxcala,Tetla de la Solidaridad
P92,30,29,Tlaxcala,Tocatlán
P93,30,29,Tlaxcala,Ixtenco
P94,30,29,Tlaxcala,Mazatecochco de José María Morelos
X57,30,29,Tlaxcala,Atlangatepec
X58,30,29,Tlaxcala,Atltzayanca
X59,30,29,Tlaxcala,Cuapiaxtla
X60,30,29,Tlaxcala,Muñoz de Domingo Arenas
X61,30,29,Tlaxcala,Terrenate
X62,30,29,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos
Y80,30,29,Tlaxcala,San Francisco Tetlanohcan
Y81,30,29,Tlaxcala,Santa Apolonia Teacalco
Y82,30,29,Tlaxcala,Santa Cruz Quilehtla
Y83,30,29,Tlaxcala,La Magdalena Tlaltelulco
Y84,30,29,Tlaxcala,San Juan Huactzinco
Y85,30,29,Tlaxcala,Santa Isabel Xiloxoxtla
Y86,30,29,Tlaxcala,San José Teacalco
Y87,30,29,Tlaxcala,Santa Catarina Ayometla
Y88,30,29,Tlaxcala,San Damián Texóloc
Y89,30,29,Tlaxcala,San Jerónimo Zacualpan
Y90,30,29,Tlaxcala,San Lucas Tecopilco
Y91,30,29,Tlaxcala,Santa Ana Nopalucan
Y92,30,29,Tlaxcala,San Lorenzo Axocomanitla
Y93,30,29,Tlaxcala,Benito Juárez
Z19,30,29,Tlaxcala,Emiliano Zapata
Z20,30,29,Tlaxcala,Lázaro Cárdenas
F73,29,30,Veracruz de Ignacio de la Llave,Pánuco
F88,29,30,Veracruz de Ignacio de la Llave,Tempoal
M53,29,30,Veracruz de Ignacio de la Llave,Pueblo Viejo
O42,29,30,Veracruz de Ignacio de la Llave,Tampico Alto
Y41,29,30,Veracruz de Ignacio de la Llave,El Higo
F17,31,30,Veracruz de Ignacio de la Llave,Acatlán
F19,31,30,Veracruz de Ignacio de la Llave,Actopan
F21,31,30,Veracruz de Ignacio de la Llave,Alvarado
F24,31,30,Veracruz de Ignacio de la Llave,Angel R. Cabada
F25,31,30,Veracruz de Ignacio de la Llave,Apazapan
F28,31,30,Veracruz de Ignacio de la Llave,Atzalan
F29,31,30,Veracruz de Ignacio de la Llave,Banderilla
F30,31,30,Veracruz de Ignacio de la Llave,Boca del Río
F33,31,30,Veracruz de Ignacio de la Llave,Coatepec
F38,31,30,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal
F41,31,30,Veracruz de Ignacio de la Llave,Cotaxtla
F46,31,30,Veracruz de Ignacio de la Llave,Emiliano Zapata
F50,31,30,Veracruz de Ignacio de la Llave,Ignacio de la Llave
F54,31,30,Veracruz de Ignacio de la Llave,Xalapa
F55,31,30,Veracruz de Ignacio de la Llave,Jalcomulco
F57,31,30,Veracruz de Ignacio de la Llave,Xico
F58,31,30,Veracruz de Ignacio de la Llave,Jilotepec
F59,31,30,Veracruz de Ignacio de la Llave,La Antigua
F60,31,30,Veracruz de Ignacio de la Llave,Lerdo de Tejada
F61,31,30,Veracruz de Ignacio de la Llave,Martínez de la Torre
F62,31,30,Veracruz de Ignacio de la Llave,Medellín de Bravo
F63,31,30,Veracruz de Ignacio de la Llave,Miahuatlán
F65,31,30,Veracruz de Ignacio de la Llave,Misantla
F66,31,30,Veracruz de Ignacio de la Llave,Naolinco
F67,31,30,Veracruz de Ignacio de la Llave,Nautla
F72,31,30,Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas
F74,31,30,Veracruz de Ignacio de la Llave,Papantla
F76,31,30,Veracruz de Ignacio de la Llave,Paso de Ovejas
F77,31,30,Veracruz de Ignacio de la Llave,Perote
F78,31,30,Veracruz de Ignacio de la Llave,Platón Sánchez
F79,31,30,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo
F80,31,30,Veracruz de Ignacio de la Llave,Las Vigas de Ramírez
F83,31,30,Veracruz de Ignacio de la Llave,Saltabarranca
F84,31,30,Veracruz de Ignacio de la Llave,San Andrés Tuxtla
F86,31,30,Veracruz de Ignacio de la Llave,Santiago Tuxtla
F87,31,30,Veracruz de Ignacio de la Llave,Tantoyuca
F89,31,30,Veracruz de Ignacio de la Llave,Teocelo
F95,31,30,Veracruz de Ignacio de la Llave,Tihuatlán
F99,31,30,Veracruz de Ignacio de la Llave,Tlapacoyan
G02,31,30,Veracruz de Ignacio de la Llave,Tonayán
G03,31,30,Veracruz de Ignacio de la Llave,Tuxpan
G05,31,30,Veracruz de Ignacio de la Llave,Ursulo Galván
G06,31,30,Veracruz de Ignacio de la Llave,Veracruz
G10,31,30,Veracruz de Ignacio de la Llave,Naranjos Amatlán
G11,31,30,Veracruz de Ignacio de la Llave,Benito Juárez
G12,31,30,Veracruz de Ignacio de la Llave,Cerro Azul
G13,31,30,Veracruz de Ignacio de la Llave,Citlaltépetl
G14,31,30,Veracruz de Ignacio de la Llave,Chicontepec
G15,31,30,Veracruz de Ignacio de la Llave,Chontla
G16,31,30,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza
G17,31,30,Veracruz de Ignacio de la Llave,Huayacocotla
G18,31,30,Veracruz de Ignacio de la Llave,Ilamatlán
G19,31,30,Veracruz de Ignacio de la Llave,Ixcatepec
G20,31,30,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero
G21,31,30,Veracruz de Ignacio de la Llave,Tamalín
G22,31,30,Veracruz de Ignacio de la Llave,Tamiahua
G23,31,30,Veracruz de Ignacio de la Llave,Tancoco
G24,31,30,Veracruz de Ignacio de la Llave,Tantima
G25,31,30,Veracruz de Ignacio de la Llave,Álamo Temapache
G26,31,30,Veracruz de Ignacio de la Llave,Tepetzintla
G27,31,30,Veracruz de Ignacio de la Llave,Texcatepec
G28,31,30,Veracruz de Ignacio de la Llave,Tlachichilco
G29,31,30,Veracruz de Ignacio de la Llave,Zacualpan
G30,31,30,Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes
G32,31,30,Veracruz de Ignacio de la Llave,Catemaco
H41,31,30,Veracruz de Ignacio de la Llave,Coatzintla
M46,31,30,Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios
Q26,31,30,Veracruz de Ignacio de la Llave,Castillo de Teayo
Q27,31,30,Veracruz de Ignacio de la Llave,Gutiérrez Zamora
Q28,31,30,Veracruz de Ignacio de la Llave,Tecolutla
Q29,31,30,Veracruz de Ignacio de la Llave,Altotonga
Q30,31,30,Veracruz de Ignacio de la Llave,Jalacingo
Q31,31,30,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano
Q32,31,30,Veracruz de Ignacio de la Llave,Soledad de Doblado
Q33,31,30,Veracruz de Ignacio de la Llave,Yecuatla
Q34,31,30,Veracruz de Ignacio de la Llave,Puente Nacional
Q35,31,30,Veracruz de Ignacio de la Llave,Tlalnelhuayocan
Q36,31,30,Veracruz de Ignacio de la Llave,Vega de Alatorre
X63,31,30,Veracruz de Ignacio de la Llave,Coacoatzintla
X64,31,30,Veracruz de Ignacio de la Llave,Acajete
X70,31,30,Veracruz de Ignacio de la Llave,Tlaltetela
X71,31,30,Veracruz de Ignacio de la Llave,Ayahualulco
X72,31,30,Veracruz de Ignacio de la Llave,Cazones de Herrera
X74,31,30,Veracruz de Ignacio de la Llave,Colipa
X76,31,30,Veracruz de Ignacio de la Llave,Coxquihui
X77,31,30,Veracruz de Ignacio de la Llave,Coyutla
X78,31,30,Veracruz de Ignacio de la Llave,Chiconquiaco
X79,31,30,Veracruz de Ignacio de la Llave,Chumatlán
X80,31,30,Veracruz de Ignacio de la Llave,Espinal
X81,31,30,Veracruz de Ignacio de la Llave,Filomeno Mata
X83,31,30,Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes
X84,31,30,Veracruz de Ignacio de la Llave,Jamapa
X86,31,30,Veracruz de Ignacio de la Llave,Juchique de Ferrer
X87,31,30,Veracruz de Ignacio de la Llave,Landero y Coss
X90,31,30,Veracruz de Ignacio de la Llave,Mecatlán
X92,31,30,Veracruz de Ignacio de la Llave,Las Minas
X98,31,30,Veracruz de Ignacio de la Llave,Rafael Lucio
Y05,31,30,Veracruz de Ignacio de la Llave,Tatatila
Y08,31,30,Veracruz de Ignacio de la Llave,Tenochtitlán
Y09,31,30,Veracruz de Ignacio de la Llave,Tepetlán
Y12,31,30,Veracruz de Ignacio de la Llave,Tlacolulan
Y15,31,30,Veracruz de Ignacio de la Llave,Villa Aldama
Y18,31,30,Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo
Y19,31,30,Veracruz de Ignacio de la Llave,Chalma
Y20,31,30,Veracruz de Ignacio de la Llave,Chiconamel
Z07,31,30,Veracruz de Ignacio de la Llave,San Rafael
Z21,31,30,Veracruz de Ignacio de la Llave,Coahuitlán
F18,32,30,Veracruz de Ignacio de la Llave,Acayucan
F20,32,30,Veracruz de Ignacio de la Llave,Acula
F22,32,30,Veracruz de Ignacio de la Llave,Amatitlán
F23,32,30,Veracruz de Ignacio de la Llave,Amatlán de los Reyes
F26,32,30,Veracruz de Ignacio de la Llave,Atoyac
F27,32,30,Veracruz de Ignacio de la Llave,Atzacan
F31,32,30,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza
F32,32,30,Veracruz de Ignacio de la Llave,Carrillo Puerto
F34,32,30,Veracruz de Ignacio de la Llave,Coatzacoalcos
F35,32,30,Veracruz de Ignacio de la Llave,Coetzala
F36,32,30,Veracruz de Ignacio de la Llave,Córdoba
F37,32,30,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio
F39,32,30,Veracruz de Ignacio de la Llave,Coscomatepec
F40,32,30,Veracruz de Ignacio de la Llave,Cosoleacaque
F42,32,30,Veracruz de Ignacio de la Llave,Cuichapa
F43,32,30,Veracruz de Ignacio de la Llave,Cuitláhuac
F44,32,30,Veracruz de Ignacio de la Llave,Chacaltianguis
F45,32,30,Veracruz de Ignacio de la Llave,Chocamán
F47,32,30,Veracruz de Ignacio de la Llave,Fortín
F48,32,30,Veracruz de Ignacio de la Llave,Huatusco
F49,32,30,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo
F51,32,30,Veracruz de Ignacio de la Llave,Ixhuatlán del Café
F52,32,30,Veracruz de Ignacio de la Llave,Ixmatlahuacan
F53,32,30,Veracruz de Ignacio de la Llave,Ixtaczoquitlán
F56,32,30,Veracruz de Ignacio de la Llave,Jáltipan
F64,32,30,Veracruz de Ignacio de la Llave,Minatitlán
F68,32,30,Veracruz de Ignacio de la Llave,Nogales
F69,32,30,Veracruz de Ignacio de la Llave,Omealca
F70,32,30,Veracruz de Ignacio de la Llave,Orizaba
F71,32,30,Veracruz de Ignacio de la Llave,Otatitlán
F75,32,30,Veracruz de Ignacio de la Llave,Paso del Macho
F81,32,30,Veracruz de Ignacio de la Llave,Rafael Delgado
F82,32,30,Veracruz de Ignacio de la Llave,Río Blanco
F85,32,30,Veracruz de Ignacio de la Llave,San Juan Evangelista
F90,32,30,Veracruz de Ignacio de la Llave,Tepatlaxco
