product_hs92_code_4d,product_hs92_name_4d,product_hs92_code_2d,product_hs92_name_2d,product_hs92_code_1d,product_hs92_name_1d
3504,Peptones,35,Albuminoidals; modified starches; glues; enzymes,5,Chemicals
3505,Dextrins and other modified starches,35,Albuminoidals; modified starches; glues; enzymes,5,Chemicals
3506,Glues and adhesives,35,Albuminoidals; modified starches; glues; enzymes,5,Chemicals
3507,Enzymes,35,Albuminoidals; modified starches; glues; enzymes,5,Chemicals
3601,Propellant powders,36,Explosives,5,Chemicals
3602,"Prepared explosives, except gunpowder",36,Explosives,5,Chemicals
3603,Detonators,36,Explosives,5,Chemicals
3604,Fireworks,36,Explosives,5,Chemicals
3605,Matches,36,Explosives,5,Chemicals
3606,Ferrocerium and other pyrophoric alloys,36,Explosives,5,Chemicals
3701,Photographic plates,37,Photographic or cinematographic goods,5,Chemicals
3702,Photographic film in rolls,37,Photographic or cinematographic goods,5,Chemicals
3703,Photographic paper,37,Photographic or cinematographic goods,5,Chemicals
3704,"Photographic film, not developed",37,Photographic or cinematographic goods,5,Chemicals
3705,"Photographic film, developed",37,Photographic or cinematographic goods,5,Chemicals
3706,Motion-picture film,37,Photographic or cinematographic goods,5,Chemicals
3707,Chemical preparations for photographic uses,37,Photographic or cinematographic goods,5,Chemicals
3801,Artificial graphite,38,Miscellaneous chemical products,5,Chemicals
3802,Activated carbon,38,Miscellaneous chemical products,5,Chemicals
3803,Tall oil,38,Miscellaneous chemical products,5,Chemicals
3804,Residual lyes,38,Miscellaneous chemical products,5,Chemicals
3805,Turpentines,38,Miscellaneous chemical products,5,Chemicals
3806,Rosin and resin acids,38,Miscellaneous chemical products,5,Chemicals
3807,Wood tar and oils,38,Miscellaneous chemical products,5,Chemicals
3808,"Insecticides, rodenticides, fungicides, etc.",38,Miscellaneous chemical products,5,Chemicals
3809,Finishing agents,38,Miscellaneous chemical products,5,Chemicals
3810,Pickling preparations for metal surfaces,38,Miscellaneous chemical products,5,Chemicals
3811,Anti-knock,38,Miscellaneous chemical products,5,Chemicals
3812,Stabilizers for rubber or plastic,38,Miscellaneous chemical products,5,Chemicals
3813,Preparations for fire extinguishers,38,Miscellaneous chemical products,5,Chemicals
3814,Organic composite solvents and thinners,38,Miscellaneous chemical products,5,Chemicals
3815,Catalytic preparations,38,Miscellaneous chemical products,5,Chemicals
3816,Refractory cements,38,Miscellaneous chemical products,5,Chemicals
3817,Mixed alkylbenzenes,38,Miscellaneous chemical products,5,Chemicals
3818,Chemical elements for electronics,38,Miscellaneous chemical products,5,Chemicals
3819,Hydraulic fluids,38,Miscellaneous chemical products,5,Chemicals
3820,Antifreezing preparation,38,Miscellaneous chemical products,5,Chemicals
3821,Prepared culture media for micro-organisms,38,Miscellaneous chemical products,5,Chemicals
3822,Diagnostic or laboratory reagents,38,Miscellaneous chemical products,5,Chemicals
3823,Industrial monocarboxylic fatty acids,38,Miscellaneous chemical products,5,Chemicals
3901,Polymers of ethylene,39,Plastics,5,Chemicals
3902,Polymers of propylene,39,Plastics,5,Chemicals
3903,Polymers of styrene,39,Plastics,5,Chemicals
3904,Polymers of vinyl chloride,39,Plastics,5,Chemicals
3905,Polymers of vinyl acetate,39,Plastics,5,Chemicals
3906,Acrylic polymers,39,Plastics,5,Chemicals
3907,Polyacetals,39,Plastics,5,Chemicals
3908,Polyamides,39,Plastics,5,Chemicals
3909,Amino-resins,39,Plastics,5,Chemicals
3910,Silicones in primary forms,39,Plastics,5,Chemicals
3911,Petroleum resins,39,Plastics,5,Chemicals
3912,Cellulose n.e.c.,39,Plastics,5,Chemicals
3913,Natural polymers,39,Plastics,5,Chemicals
3914,Ion-exchangers based on polymers,39,Plastics,5,Chemicals
3915,Plastic waste,39,Plastics,5,Chemicals
3916,Monofilament,39,Plastics,5,Chemicals
3917,Plastic tubes and fittings,39,Plastics,5,Chemicals
3918,Plastic floor coverings,39,Plastics,5,Chemicals
3919,Self-adhesive plastic sheets,39,Plastics,5,Chemicals
3920,"Other plates of plastics, noncellular and not reinforced",39,Plastics,5,Chemicals
3921,"Other plastic plates, sheets etc.",39,Plastics,5,Chemicals
3922,"Baths, sinks etc.",39,Plastics,5,Chemicals
3923,Packing lids,39,Plastics,5,Chemicals
3924,Plastic household articles,39,Plastics,5,Chemicals
3925,Plastic builders' ware,39,Plastics,5,Chemicals
3926,Other articles of plastic,39,Plastics,5,Chemicals
4001,Natural rubber,40,Rubber,5,Chemicals
4002,Synthetic rubber,40,Rubber,5,Chemicals
4003,Reclaimed rubber,40,Rubber,5,Chemicals
4004,Scrap of rubber,40,Rubber,5,Chemicals
4005,Compounded rubber,40,Rubber,5,Chemicals
4006,Unvulcanized rubber rods,40,Rubber,5,Chemicals
4007,Vulcanized rubber thread and cord,40,Rubber,5,Chemicals
4008,Vulcanized rubber plates,40,Rubber,5,Chemicals
4009,Vulcanized rubber tubes,40,Rubber,5,Chemicals
4010,Conveyor belts of vulcanized rubber,40,Rubber,5,Chemicals
4011,New pneumatic tires of rubber,40,Rubber,5,Chemicals
4012,Used pneumatic tires of rubber,40,Rubber,5,Chemicals
4013,Rubber inner tubes,40,Rubber,5,Chemicals
4014,Rubber hygenic or pharmeceutical items,40,Rubber,5,Chemicals
4015,Vulcanized rubber articles of apparel,40,Rubber,5,Chemicals
4016,Other articles of vulcanized rubber,40,Rubber,5,Chemicals
4017,Hard rubber,40,Rubber,5,Chemicals
4101,Raw hides of bovines or equines,41,Leather and skins,1,Agriculture
4102,Raw skins of sheep or lambs,41,Leather and skins,1,Agriculture
4103,Other raw hides and skins,41,Leather and skins,1,Agriculture
4104,Tanned hides of bovines or equines,41,Leather and skins,1,Agriculture
4105,Tanned sheepskins,41,Leather and skins,1,Agriculture
4106,Tanned skins of other animals,41,Leather and skins,1,Agriculture
4107,Bovine leather further prepared,41,Leather and skins,1,Agriculture
4108,Chamois leather,41,Leather and skins,1,Agriculture
4109,Patent leather,41,Leather and skins,1,Agriculture
4110,Waste of leather,41,Leather and skins,1,Agriculture
4111,Composition leather,41,Leather and skins,1,Agriculture
4201,Saddlery and harnesses,42,Articles of leather,1,Agriculture
4202,Trunks or cases,42,Articles of leather,1,Agriculture
4203,Leather apparel,42,Articles of leather,1,Agriculture
4204,Articles of leather for technical uses,42,Articles of leather,1,Agriculture
4205,Other articles of leather,42,Articles of leather,1,Agriculture
4206,Articles of gut,42,Articles of leather,1,Agriculture
4301,Other raw furskins,43,Furskins,1,Agriculture
4302,Other tanned furskins,43,Furskins,1,Agriculture
4303,Furskin apparel,43,Furskins,1,Agriculture
4304,Artificial fur,43,Furskins,1,Agriculture
4401,Fuel wood,44,Wood,1,Agriculture
4402,Wood charcoal,44,Wood,1,Agriculture
4403,Wood in the rough,44,Wood,1,Agriculture
4404,Strips and other pieces of wood,44,Wood,1,Agriculture
4405,Wood wool or flour,44,Wood,1,Agriculture
4406,Wooden railway ties,44,Wood,1,Agriculture
4407,Wood sawn lengthwise,44,Wood,1,Agriculture
4408,Sheets for veneering for plywood,44,Wood,1,Agriculture
4409,Wood shaped along its edges,44,Wood,1,Agriculture
4410,Particle board and similar board,44,Wood,1,Agriculture
4411,Fiberboard of wood,44,Wood,1,Agriculture
4412,Plywood,44,Wood,1,Agriculture
4413,Densified wood,44,Wood,1,Agriculture
4414,Wooden frames,44,Wood,1,Agriculture
4415,Packing boxes,44,Wood,1,Agriculture
4416,"Casks, barrels, etc. of wood",44,Wood,1,Agriculture
4417,Wooden tools,44,Wood,1,Agriculture
4418,Wood carpentry for construction,44,Wood,1,Agriculture
4419,Wooden kitchenware,44,Wood,1,Agriculture
4420,"Wood marquetry, ornaments, etc.",44,Wood,1,Agriculture
4421,Other articles of wood,44,Wood,1,Agriculture
4501,"Natural cork, raw",45,Cork,1,Agriculture
4502,"Natural cork, debacked",45,Cork,1,Agriculture
4503,Articles of natural cork,45,Cork,1,Agriculture
4504,Agglomerated cork,45,Cork,1,Agriculture
4601,Products of plaiting materials,46,Manufactues of plaiting materials,1,Agriculture
4602,Basketwork,46,Manufactues of plaiting materials,1,Agriculture
4701,Mechanical woodpulp,47,Pulp of wood,1,Agriculture
4702,"Chemical woodpulp, dissolving grade",47,Pulp of wood,1,Agriculture
4703,"Chemical woodpulp, soda or sulfate",47,Pulp of wood,1,Agriculture
4704,"Chemical woodpulp, sulfite",47,Pulp of wood,1,Agriculture
4705,Semichemical woodpulp,47,Pulp of wood,1,Agriculture
4706,Pulps of recovered paper fibers,47,Pulp of wood,1,Agriculture
4707,Paper waste,47,Pulp of wood,1,Agriculture
4801,Newsprint,48,Paper and paperboard,1,Agriculture
4802,Paper used for graphic purposes,48,Paper and paperboard,1,Agriculture
4803,Tissue,48,Paper and paperboard,1,Agriculture
4804,Uncoated kraft paper and paperboard,48,Paper and paperboard,1,Agriculture
4805,Other uncoated paper and paperboard,48,Paper and paperboard,1,Agriculture
4806,Transparent paper,48,Paper and paperboard,1,Agriculture
4807,Uncoated composite paper,48,Paper and paperboard,1,Agriculture
4808,Corrugated paper and paperboard,48,Paper and paperboard,1,Agriculture
4809,Carbon paper,48,Paper and paperboard,1,Agriculture
4810,"Paper and paperboard, coated with kaolin",48,Paper and paperboard,1,Agriculture
4811,"Cellulose wadding, coated",48,Paper and paperboard,1,Agriculture
4812,Filter blocks of paper pulp,48,Paper and paperboard,1,Agriculture
4813,Cigarette paper,48,Paper and paperboard,1,Agriculture
4814,Wallpaper,48,Paper and paperboard,1,Agriculture
4815,Floor coverings of paper,48,Paper and paperboard,1,Agriculture
4816,Other carbon paper,48,Paper and paperboard,1,Agriculture
4817,Letterstock,48,Paper and paperboard,1,Agriculture
4818,Toilet paper,48,Paper and paperboard,1,Agriculture
4819,Cardboard packing containers,48,Paper and paperboard,1,Agriculture
4820,Notebooks,48,Paper and paperboard,1,Agriculture
4821,Paper labels,48,Paper and paperboard,1,Agriculture
4822,"Bobbins, spools, cops of paper",48,Paper and paperboard,1,Agriculture
4823,Other paper cut to size,48,Paper and paperboard,1,Agriculture
4901,"Books, brochures etc.",49,Products of the printing industry,1,Agriculture
4902,"Newspapers, journals and periodicals",49,Products of the printing industry,1,Agriculture
4903,Children's books,49,Products of the printing industry,1,Agriculture
4904,"Music, printed or in manuscript",49,Products of the printing industry,1,Agriculture
4905,Maps,49,Products of the printing industry,1,Agriculture
4906,"Architectural, engineering, etc. drawings",49,Products of the printing industry,1,Agriculture
4907,Unused stamps,49,Products of the printing industry,1,Agriculture
4908,Transfers (decalcomanias),49,Products of the printing industry,1,Agriculture
4909,Printed or illustrated postcards,49,Products of the printing industry,1,Agriculture
4910,Calendars,49,Products of the printing industry,1,Agriculture
4911,Other printed matter,49,Products of the printing industry,1,Agriculture
5001,Silkworm cocoons,50,Silk,0,Textiles
5002,Raw silk,50,Silk,0,Textiles
5003,Silk waste,50,Silk,0,Textiles
5004,Silk yarn,50,Silk,0,Textiles
5005,Yarn from silk waste,50,Silk,0,Textiles
5006,"Silk yarn, for retail sale",50,Silk,0,Textiles
5007,Woven silk fabrics,50,Silk,0,Textiles
5101,Wool,51,Wool,0,Textiles
5102,Animal hair,51,Wool,0,Textiles
5103,Wool or animal hair waste,51,Wool,0,Textiles
5104,Garnetted stock of wool or animal hair,51,Wool,0,Textiles
5105,"Wool, combed",51,Wool,0,Textiles
5106,"Yarn of carded wool, not for retail sale",51,Wool,0,Textiles
5107,"Yarn of combed wool, not for retail sale",51,Wool,0,Textiles
5108,"Yarn of animal hair, not for retail sale",51,Wool,0,Textiles
5109,"Yarn of wool or animal hair, for retail sale",51,Wool,0,Textiles
5110,Yarn of coarse animal hair or of horsehair,51,Wool,0,Textiles
5111,Woven fabrics of carded wool,51,Wool,0,Textiles
5112,Woven fabrics of combed wool,51,Wool,0,Textiles
5113,Woven fabrics of coarse animal hair,51,Wool,0,Textiles
5201,Raw cotton,52,Cotton,0,Textiles
5202,Cotton waste,52,Cotton,0,Textiles
5203,"Cotton, carded or combed",52,Cotton,0,Textiles
5204,Cotton sewing thread,52,Cotton,0,Textiles
5205,Cotton yarn of > 85%,52,Cotton,0,Textiles
5206,Cotton yarn of < 85%,52,Cotton,0,Textiles
5207,Cotton yarn for retail sale,52,Cotton,0,Textiles
5208,Woven fabrics of cotton of > 85% weighing < 200 g/m2,52,Cotton,0,Textiles
5209,Woven fabrics of cotton of < 85% weighing > 200 g/m2,52,Cotton,0,Textiles
5210,Woven fabrics of cotton of < 85% weighing < 200 g/m2,52,Cotton,0,Textiles
5211,Woven fabrics of cotton of < 85% weighing > 200 g/m2,52,Cotton,0,Textiles
5212,Other woven cotton fabrics,52,Cotton,0,Textiles
5301,"Flax, raw or processed",53,Other vegetable textile fibres,0,Textiles
5302,Hemp fiber,53,Other vegetable textile fibres,0,Textiles
5303,Textile bast fibers,53,Other vegetable textile fibres,0,Textiles
5304,Sisal and agave fibers,53,Other vegetable textile fibres,0,Textiles
5305,Vegetable textile fibers,53,Other vegetable textile fibres,0,Textiles
5306,Flax yarn,53,Other vegetable textile fibres,0,Textiles
5307,Yarn of textile bast fibers,53,Other vegetable textile fibres,0,Textiles
5308,Yarn of other vegetable textile fibers,53,Other vegetable textile fibres,0,Textiles
5309,Woven fabrics of flax,53,Other vegetable textile fibres,0,Textiles
5310,Woven fabrics of jute or of other textile bast fibers,53,Other vegetable textile fibres,0,Textiles
5311,Woven fabrics of vegetable textile fibers,53,Other vegetable textile fibres,0,Textiles
5401,Synthetic sowing thread,54,Man-made filaments,0,Textiles
5402,Synthetic filament yarn,54,Man-made filaments,0,Textiles
5403,Artificial filament yarn,54,Man-made filaments,0,Textiles
5404,"Synthetic monofilament >67 dtex, thickness < 1mm",54,Man-made filaments,0,Textiles
5405,"Artificial monofilament >67dtex t<1mm, strip, straws t<5mm",54,Man-made filaments,0,Textiles
5406,Synthetic filament yarn for retail sale,54,Man-made filaments,0,Textiles
5407,Woven fabrics of synthetic filament yarn,54,Man-made filaments,0,Textiles
5408,Woven fabrics of artificial filament yarn,54,Man-made filaments,0,Textiles
5501,Synthetic filament tow,55,Man-made staple fibres,0,Textiles
5502,Artificial filament tow,55,Man-made staple fibres,0,Textiles
5503,Synthetic staple fibers,55,Man-made staple fibres,0,Textiles
5504,"Artificial staple fibers, not processed for spinning",55,Man-made staple fibres,0,Textiles
5505,Waste of man-made fibers,55,Man-made staple fibres,0,Textiles
5506,"Synthetic staple fibers, processed",55,Man-made staple fibres,0,Textiles
5507,"Artificial staple fibers, processed",55,Man-made staple fibres,0,Textiles
5508,Synthetic staple fibers sewing thread,55,Man-made staple fibres,0,Textiles
5509,"Yarn of synthetic staple fibers, not for retail sale",55,Man-made staple fibres,0,Textiles
5510,"Yarn of artificial staple fibers, not for retail sale",55,Man-made staple fibres,0,Textiles
5511,"Yarn of synthetic staple fibers, for retail sale",55,Man-made staple fibres,0,Textiles
5512,Woven fabrics of > 85% synthetic staple fibers,55,Man-made staple fibres,0,Textiles
5513,Woven fabrics of < 85% synthetic staple fibers weighing < 170 g/m2,55,Man-made staple fibres,0,Textiles
5514,Woven fabrics of < 85% synthetic staple fibers weighing > 170 g/m2,55,Man-made staple fibres,0,Textiles
5515,Other woven fabrics of synthetic staple fibers,55,Man-made staple fibres,0,Textiles
5516,Woven fabrics of artificial staple fibers,55,Man-made staple fibres,0,Textiles
5601,Wadding of textile materials,56,"Wadding, felt and nonwovens",0,Textiles
5602,Felt,56,"Wadding, felt and nonwovens",0,Textiles
5603,Nonwoven textiles,56,"Wadding, felt and nonwovens",0,Textiles
5604,Rubber textiles,56,"Wadding, felt and nonwovens",0,Textiles
5605,Metallised yarn,56,"Wadding, felt and nonwovens",0,Textiles
5606,Gimp yarn,56,"Wadding, felt and nonwovens",0,Textiles
5607,Twine and ropes of baste fibers,56,"Wadding, felt and nonwovens",0,Textiles
5608,Nets,56,"Wadding, felt and nonwovens",0,Textiles
5609,"Articles of yarn, rope etc not elsewhere clasified",56,"Wadding, felt and nonwovens",0,Textiles
5701,"Carpets, knotted",57,Carpets,0,Textiles
5702,Woven carpets and rugs,57,Carpets,0,Textiles
5703,"Carpets, tufted",57,Carpets,0,Textiles
5704,Carpets of felt,57,Carpets,0,Textiles
5705,Other carpets,57,Carpets,0,Textiles
5801,Woven pile fabrics,58,Special woven fabrics,0,Textiles
5802,Terry cloth,58,Special woven fabrics,0,Textiles
5803,Gauze,58,Special woven fabrics,0,Textiles
5804,Lace and net fabrics,58,Special woven fabrics,0,Textiles
5805,Hand-woven tapestries,58,Special woven fabrics,0,Textiles
5806,Narrow woven fabrics,58,Special woven fabrics,0,Textiles
5807,Labels and badges of textiles,58,Special woven fabrics,0,Textiles
5808,Braids in piece,58,Special woven fabrics,0,Textiles
5809,Woven fabric incorporating metal threads,58,Special woven fabrics,0,Textiles
5810,Embroidery in the piece,58,Special woven fabrics,0,Textiles
5811,Quilted textile products,58,Special woven fabrics,0,Textiles
5901,Stiffened textiles,59,"Impregnated, coated or laminated textile fabrics",0,Textiles
5902,Tire cord fabric,59,"Impregnated, coated or laminated textile fabrics",0,Textiles
5903,Textile fabrics impregnated with plastics,59,"Impregnated, coated or laminated textile fabrics",0,Textiles
5904,Linoleum,59,"Impregnated, coated or laminated textile fabrics",0,Textiles
5905,Textile wall coverings,59,"Impregnated, coated or laminated textile fabrics",0,Textiles
5906,Rubberized textile fabrics,59,"Impregnated, coated or laminated textile fabrics",0,Textiles
5907,"Other textile fabrics impregnated, coated or covered",59,"Impregnated, coated or laminated textile fabrics",0,Textiles
5908,Textile wicks,59,"Impregnated, coated or laminated textile fabrics",0,Textiles
5909,Textile hosepiping and similar tubing,59,"Impregnated, coated or laminated textile fabrics",0,Textiles
5910,"Transmission belts or belting, of textile material",59,"Impregnated, coated or laminated textile fabrics",0,Textiles
5911,Textile articles for technical use,59,"Impregnated, coated or laminated textile fabrics",0,Textiles
6001,"Pile fabrics, knit",60,Knitted fabrics,0,Textiles
6002,Other knitted fabrics,60,Knitted fabrics,0,Textiles
6101,"Men's overcoats, knit",61,"Apparel, knit",0,Textiles
6102,"Women's overcoats, knit",61,"Apparel, knit",0,Textiles
6103,"Men's suits, knit",61,"Apparel, knit",0,Textiles
6104,"Women's suits, knit",61,"Apparel, knit",0,Textiles
6105,"Men's shirts, knit",61,"Apparel, knit",0,Textiles
6106,"Women's shirts, knit",61,"Apparel, knit",0,Textiles
6107,"Men's undergarments, knit",61,"Apparel, knit",0,Textiles
6108,"Women's undergarments, knit",61,"Apparel, knit",0,Textiles
6109,"T-shirts, knit",61,"Apparel, knit",0,Textiles
6110,"Sweaters, pullovers, sweatshirts etc., knit",61,"Apparel, knit",0,Textiles
6111,"Babies' garments, knit",61,"Apparel, knit",0,Textiles
6112,"Activewear, knit",61,"Apparel, knit",0,Textiles
6113,Garments knit with impregnated fibers,61,"Apparel, knit",0,Textiles
6114,"Other garments, knit",61,"Apparel, knit",0,Textiles
6115,"Socks, stockings, etc., knit",61,"Apparel, knit",0,Textiles
6116,"Gloves, knit",61,"Apparel, knit",0,Textiles
6117,"Other clothing accesories, knit",61,"Apparel, knit",0,Textiles
6201,"Men's overcoats, not knit",62,"Apparel, not knit",0,Textiles
6202,"Womens overcoats, not knit",62,"Apparel, not knit",0,Textiles
6203,Men's suits and pants,62,"Apparel, not knit",0,Textiles
6204,Women's suits and pants,62,"Apparel, not knit",0,Textiles
6205,Men's shirts,62,"Apparel, not knit",0,Textiles
6206,Women's shirts,62,"Apparel, not knit",0,Textiles
6207,Men's undergarments,62,"Apparel, not knit",0,Textiles
6208,Women's undergarments,62,"Apparel, not knit",0,Textiles
6209,Babies' garments,62,"Apparel, not knit",0,Textiles
6210,Garments made of textile felts and nonwoven fabric,62,"Apparel, not knit",0,Textiles
6211,Activewear,62,"Apparel, not knit",0,Textiles
6212,Brassieres,62,"Apparel, not knit",0,Textiles
6213,Handkerchiefs,62,"Apparel, not knit",0,Textiles
6214,"Shawls, scarves, etc.",62,"Apparel, not knit",0,Textiles
6215,"Ties, bow ties and cravats",62,"Apparel, not knit",0,Textiles
6216,Gloves,62,"Apparel, not knit",0,Textiles
6217,Other clothing accesories,62,"Apparel, not knit",0,Textiles
6301,Blankets,63,Other made up textile articles,0,Textiles
6302,House linen,63,Other made up textile articles,0,Textiles
6303,Curtains,63,Other made up textile articles,0,Textiles
6304,Other furnishing articles,63,Other made up textile articles,0,Textiles
6305,Bags for packing goods,63,Other made up textile articles,0,Textiles
6306,"Tents, tarpaulins, etc.",63,Other made up textile articles,0,Textiles
6307,Other made up articles,63,Other made up textile articles,0,Textiles
6308,Needlecraft sets of woven fabric and yarn,63,Other made up textile articles,0,Textiles
6309,Used clothes and textiles,63,Other made up textile articles,0,Textiles
6310,Used or new rags textile scraps,63,Other made up textile articles,0,Textiles
6401,Waterproof footwear,64,Footwear,0,Textiles
6402,Other footwear of rubber or plastics,64,Footwear,0,Textiles
6403,Leather footwear,64,Footwear,0,Textiles
6404,Textile footwear,64,Footwear,0,Textiles
6405,Other footwear,64,Footwear,0,Textiles
6406,Parts of footwear,64,Footwear,0,Textiles
6501,Hat forms,65,Headgear,0,Textiles
6502,Hat shapes,65,Headgear,0,Textiles
6503,Felt hats,65,Headgear,0,Textiles
6504,Hats,65,Headgear,0,Textiles
6505,"Hats, knit",65,Headgear,0,Textiles
6506,Other headgear,65,Headgear,0,Textiles
6507,Headbands,65,Headgear,0,Textiles
6601,Umbrellas,66,Umbrellas and walking-sticks,0,Textiles
6602,Walking sticks,66,Umbrellas and walking-sticks,0,Textiles
6603,Parts of umbrellas or walking sticks,66,Umbrellas and walking-sticks,0,Textiles
6701,Feathers or down,67,Feathers and down,0,Textiles
6702,Artificial flowers,67,Feathers and down,0,Textiles
6703,Human animal hair prepared for use in wigs,67,Feathers and down,0,Textiles
6704,Wigs,67,Feathers and down,0,Textiles
6801,"Flagstones, of natural stone",68,"Articles of stone, plaster, cement, etc.",2,Stone
6802,Worked building stone,68,"Articles of stone, plaster, cement, etc.",2,Stone
6803,Worked slate,68,"Articles of stone, plaster, cement, etc.",2,Stone
6804,Grindstones,68,"Articles of stone, plaster, cement, etc.",2,Stone
6805,Natural or artificial abrasive powder,68,"Articles of stone, plaster, cement, etc.",2,Stone
6806,Mineral wools and insulating materials,68,"Articles of stone, plaster, cement, etc.",2,Stone
6807,Asphalt,68,"Articles of stone, plaster, cement, etc.",2,Stone
6808,Panels of vegetable fibers,68,"Articles of stone, plaster, cement, etc.",2,Stone
6809,Plaster articles,68,"Articles of stone, plaster, cement, etc.",2,Stone
6810,"Articles of cement, of concrete or of artificial stone",68,"Articles of stone, plaster, cement, etc.",2,Stone
6811,Asbestos-cement or cellulose fiber-cement,68,"Articles of stone, plaster, cement, etc.",2,Stone
6812,Asbestos fibres,68,"Articles of stone, plaster, cement, etc.",2,Stone
6813,Friction material and articles thereof,68,"Articles of stone, plaster, cement, etc.",2,Stone
6814,Mica articles,68,"Articles of stone, plaster, cement, etc.",2,Stone
6815,Articles of stone or of other mineral substances,68,"Articles of stone, plaster, cement, etc.",2,Stone
6901,"Bricks, blocks, and other ceramic goods",69,Ceramic products,2,Stone
6902,"Bricks, tiles and similar refractory ceramic constructional goods",69,Ceramic products,2,Stone
6903,Other refractory ceramic goods,69,Ceramic products,2,Stone
6904,Ceramic building bricks,69,Ceramic products,2,Stone
6905,Architectural ceramic ornaments,69,Ceramic products,2,Stone
6906,Ceramic pipes,69,Ceramic products,2,Stone
6907,Unglazed ceramic flags and pavers,69,Ceramic products,2,Stone
6908,Glazed ceramic flags and pavers,69,Ceramic products,2,Stone
6909,Ceramic wares for technical ware,69,Ceramic products,2,Stone
6910,"Ceramic sinks, washbasins, and similar sanitary fixtures",69,Ceramic products,2,Stone
6911,Porcelain or china household articles,69,Ceramic products,2,Stone
6912,Ceramic household articles,69,Ceramic products,2,Stone
6913,Ornamental ceramic articles,69,Ceramic products,2,Stone
6914,Other ceramic articles,69,Ceramic products,2,Stone
7001,Cullet and other scraps of glass,70,Glass and glassware,2,Stone
7002,Glass balls,70,Glass and glassware,2,Stone
7003,"Glass, cast or rolled",70,Glass and glassware,2,Stone
7004,Drawn and blown glass,70,Glass and glassware,2,Stone
7005,Float glass,70,Glass and glassware,2,Stone
7006,Worked glass,70,Glass and glassware,2,Stone
7007,Safety glass,70,Glass and glassware,2,Stone
7008,Multiple-walled insulating glass,70,Glass and glassware,2,Stone
7009,Glass mirrors,70,Glass and glassware,2,Stone
7010,Glass containers for conveyance,70,Glass and glassware,2,Stone
7011,Glass envelopes,70,Glass and glassware,2,Stone
7012,Glass inners for vacuum flasks,70,Glass and glassware,2,Stone
7013,Glassware for interior decorative use,70,Glass and glassware,2,Stone
7014,Signaling glassware,70,Glass and glassware,2,Stone
7015,Clock or watch glasses and similar glasses,70,Glass and glassware,2,Stone
7016,Glass paving blocks or other molded products,70,Glass and glassware,2,Stone
7017,"Laboratory, hygienic or pharmaceutical glassware",70,Glass and glassware,2,Stone
7018,Glass beads,70,Glass and glassware,2,Stone
7019,Glass fibers,70,Glass and glassware,2,Stone
7020,Other articles of glass,70,Glass and glassware,2,Stone
7101,Pearls,71,Precious metals and stones,2,Stone
7102,Diamonds,71,Precious metals and stones,2,Stone
7103,Precious stones,71,Precious metals and stones,2,Stone
7104,Synthetic precious stones,71,Precious metals and stones,2,Stone
7105,Diamond dust,71,Precious metals and stones,2,Stone
7106,Silver,71,Precious metals and stones,2,Stone
7107,Silver clad metals,71,Precious metals and stones,2,Stone
7108,Gold,71,Precious metals and stones,2,Stone
7109,Gold clad metals,71,Precious metals and stones,2,Stone
7110,Platinum,71,Precious metals and stones,2,Stone
7111,Platinum clad metals,71,Precious metals and stones,2,Stone
7112,Scrap of precious metal,71,Precious metals and stones,2,Stone
7113,Jewelry of precious metal,71,Precious metals and stones,2,Stone
7114,Goldsmith and silversmith wares,71,Precious metals and stones,2,Stone
7115,Other articles of precious metals,71,Precious metals and stones,2,Stone
7116,Articles of precious stones,71,Precious metals and stones,2,Stone
7117,Imitation jewelry,71,Precious metals and stones,2,Stone
7118,Coin,71,Precious metals and stones,2,Stone
7201,Pig iron,72,Iron and steel,4,Metals
7202,Ferroalloys,72,Iron and steel,4,Metals
7203,Ferrous products from the reduction of iron ore,72,Iron and steel,4,Metals
7204,Ferrous waste and scrap,72,Iron and steel,4,Metals
7205,Powders of iron or steel,72,Iron and steel,4,Metals
7206,Iron and nonalloy steel,72,Iron and steel,4,Metals
7207,Semifinished products of iron or nonalloy steel,72,Iron and steel,4,Metals
7208,"Flat-rolled iron, width > 600mm, hot-rolled, not clad",72,Iron and steel,4,Metals
7209,"Flat-rolled iron, width > 600mm, cold-rolled, not clad",72,Iron and steel,4,Metals
7210,"Flat rolled iron, width > 600mm, clad",72,Iron and steel,4,Metals
7211,"Flat-rolled iron, width < 600mm, not clad",72,Iron and steel,4,Metals
7212,"Flat-rolled iron, width < 600mm, clad",72,Iron and steel,4,Metals
7213,Hot rolled bars of iron,72,Iron and steel,4,Metals
7214,"Other bars of iron, not further worked than forged",72,Iron and steel,4,Metals
7215,Other bars and rods of iron or nonalloy steel,72,Iron and steel,4,Metals
7216,Angles of iron or nonalloy steel,72,Iron and steel,4,Metals
7217,Wire of iron or nonalloy steel,72,Iron and steel,4,Metals
7218,Stainless steel in ingots,72,Iron and steel,4,Metals
7219,Flat-rolled products of stainless steel of a width > 600 mm,72,Iron and steel,4,Metals
7220,Flat-rolled products of stainless steel of a width < 600 mm,72,Iron and steel,4,Metals
7221,"Bars of stainless steel, hot-rolled",72,Iron and steel,4,Metals
7222,Other bars and rods of stainless steel,72,Iron and steel,4,Metals
7223,Wire of stainless steel,72,Iron and steel,4,Metals
7224,Other alloy steel in primary form,72,Iron and steel,4,Metals
