tag,year,product_hs92_code_4d,import_value,share_on_total_imports,country_iso3_code,product_hs92_code,global_market_share,export_value,export_rca,distance,cog,pci,eci_hs92,product_hs92_name_4d,product_hs92_code_2d,product_hs92_name_2d,product_hs92_code_1d,product_hs92_name_1d,export_share_to_usa
paises_interes,2020,1107,10376,4.29980948769125e-05,SLV,1107,1e-06,4537,0.004352,0.857,0.558,-0.143,-0.209,Malt,11,"Flours, starches and malts",1,Agriculture,0.0
paises_interes,2020,1108,8974081,0.031977477938910724,SLV,1108,2.6e-05,122680,0.078395,0.829,0.315,-0.656,-0.209,Starches,11,"Flours, starches and malts",1,Agriculture,0.31018095859145745
paises_interes,2020,1201,1685793,0.006385347665423983,SLV,1201,0.0,0,0.0,0.862,-0.038,-1.457,-0.209,Soya beans,12,Oil seeds and oleaginous fruits,1,Agriculture,
paises_interes,2020,1204,100700,0.0013780037162584432,SLV,1204,6e-06,5740,0.018585,0.866,0.141,-1.06,-0.209,Linseed,12,Oil seeds and oleaginous fruits,1,Agriculture,1.0
paises_interes,2020,1206,1893171,0.01575630616656357,SLV,1206,3e-06,13019,0.00882,0.834,0.311,-0.356,-0.209,Sunflower seeds,12,Oil seeds and oleaginous fruits,1,Agriculture,0.0
paises_interes,2020,1207,4175226,0.014048737861067005,SLV,1207,7.5e-05,392165,0.234765,0.755,-0.401,-2.438,-0.209,Other oil seeds,12,Oil seeds and oleaginous fruits,1,Agriculture,1.0
paises_interes,2020,1208,1242963,0.059156780891990876,SLV,1208,2e-06,2662,0.005677,0.833,-0.0,-1.736,-0.209,Flours of oil seeds,12,Oil seeds and oleaginous fruits,1,Agriculture,1.0
paises_interes,2020,1209,19139815,0.0360265319187062,SLV,1209,1.8e-05,139707,0.05396,0.808,0.052,-1.011,-0.209,Seeds used for sowing,12,Oil seeds and oleaginous fruits,1,Agriculture,0.016226817553880623
paises_interes,2020,1210,11300,0.00015197967378114454,SLV,1210,0.0,0,0.0,0.89,0.869,0.134,-0.209,Hop cones,12,Oil seeds and oleaginous fruits,1,Agriculture,
paises_interes,2020,1211,50613144,0.1256039671651869,SLV,1211,9.7e-05,325038,0.301276,0.76,-0.311,-1.764,-0.209,"Plants used in perfumery, pharmacy or insecticide",12,Oil seeds and oleaginous fruits,1,Agriculture,0.04988955137553148
paises_interes,2020,1212,67493515,0.6093955154654161,SLV,1212,2.5e-05,30123,0.075021,0.76,-0.259,-1.82,-0.209,Seaweeds & edible vegetable products,12,Oil seeds and oleaginous fruits,1,Agriculture,0.16764598479567108
paises_interes,2020,1301,2926157,0.03257353861027367,SLV,1301,0.0041,3183498,14.611441,0.732,-0.0,-2.463,-0.209,Lac,13,Lac and other vegetable extracts,1,Agriculture,0.20321577082818962
paises_interes,2020,1302,383496865,0.31780260414007844,SLV,1302,1e-05,65329,0.029783,0.809,0.179,-1.065,-0.209,Vegetable saps and extracts,13,Lac and other vegetable extracts,1,Agriculture,0.0
paises_interes,2020,1404,2812832,0.03284818543225008,SLV,1404,0.000317,321735,0.962801,0.773,-0.286,-1.567,-0.209,Vegetable products n.e.c.,14,Other vegetable materials,1,Agriculture,0.9727881641723779
paises_interes,2020,1501,0,0.0,SLV,1501,0.0,0,0.0,0.877,1.126,0.874,-0.209,"Pig and poultry fat, rendered",15,"Animal or vegetable fats, oils or waxes",1,Agriculture,
paises_interes,2020,1504,46173280,0.37020511594662836,SLV,1504,0.000128,277471,0.405582,0.822,-0.183,-1.777,-0.209,Fish oils,15,"Animal or vegetable fats, oils or waxes",1,Agriculture,0.0
paises_interes,2020,1505,3259274,0.15148050801705587,SLV,1505,0.0,0,0.0,0.893,0.721,-0.265,-0.209,Wool grease,15,"Animal or vegetable fats, oils or waxes",1,Agriculture,
paises_interes,2020,1507,15088,0.00014070619757923603,SLV,1507,4.2e-05,405501,0.127152,0.803,-0.06,-0.988,-0.209,Soybean oil,15,"Animal or vegetable fats, oils or waxes",1,Agriculture,0.0
paises_interes,2020,1509,61801,5.06495331586363e-05,SLV,1509,1e-05,70813,0.03048,0.84,0.145,-0.933,-0.209,Olive oil,15,"Animal or vegetable fats, oils or waxes",1,Agriculture,0.0
paises_interes,2020,1512,185466,0.0009765034883281781,SLV,1512,1.4e-05,172017,0.040975,0.806,-0.136,-1.215,-0.209,Sunflower seed oil,15,"Animal or vegetable fats, oils or waxes",1,Agriculture,0.0
paises_interes,2020,1513,356756235,0.6047796035082001,SLV,1513,0.0,1261,0.000814,0.78,-0.174,-1.941,-0.209,Coconut & palm kernel oil,15,"Animal or vegetable fats, oils or waxes",1,Agriculture,0.0
paises_interes,2020,1514,56838,3.684971734040439e-05,SLV,1514,4e-06,30610,0.012507,0.863,0.786,0.173,-0.209,"Rapeseed, colza or mustard oil,",15,"Animal or vegetable fats, oils or waxes",1,Agriculture,0.0
paises_interes,2020,1515,24149866,0.037140223579911605,SLV,1515,4.5e-05,191603,0.134005,0.797,0.083,-1.198,-0.209,Other vegetable fats and oils,15,"Animal or vegetable fats, oils or waxes",1,Agriculture,0.0
paises_interes,2020,1516,142969030,0.5434409401715967,SLV,1516,0.001092,3946578,3.260884,0.76,-0.0,-1.517,-0.209,"Vegetable fats, hydrogenated",15,"Animal or vegetable fats, oils or waxes",1,Agriculture,0.0
paises_interes,2020,1517,44786796,0.2015875777088161,SLV,1517,0.003497,19186508,10.467695,0.757,-0.0,-0.981,-0.209,Margarine,15,"Animal or vegetable fats, oils or waxes",1,Agriculture,0.0
paises_interes,2020,1518,420462,0.007467648793562018,SLV,1518,5.9e-05,230866,0.179272,0.847,0.477,-0.0,-0.209,"Animal or vegetable fats and oils, processed",15,"Animal or vegetable fats, oils or waxes",1,Agriculture,0.0
paises_interes,2020,1519,371880242,0.659023569531642,SLV,1519,5.8e-05,460514,0.172298,0.86,0.264,-0.738,-0.209,Stearic acid,15,"Animal or vegetable fats, oils or waxes",1,Agriculture,0.0
paises_interes,2020,1520,70232280,0.6785473097380764,SLV,1520,2e-06,2913,0.005163,0.849,0.407,0.007,-0.209,Glycerol,15,"Animal or vegetable fats, oils or waxes",1,Agriculture,0.0
paises_interes,2020,1521,10986690,0.23207740294446452,SLV,1521,7e-06,2244,0.022441,0.832,-0.099,-1.946,-0.209,Vegetable waxes and beeswax,15,"Animal or vegetable fats, oils or waxes",1,Agriculture,0.0
paises_interes,2020,1601,4048,5.3455746288041166e-05,SLV,1601,0.000278,1492232,0.836332,0.801,0.608,0.169,-0.209,Sausages,16,Preparations of meat or fish,1,Agriculture,0.0
paises_interes,2020,1602,8731218,0.009254233146327026,SLV,1602,0.000205,3170018,0.614059,0.816,0.427,-0.184,-0.209,Other prepared or preserved meat,16,Preparations of meat or fish,1,Agriculture,0.0
paises_interes,2020,1603,719372,0.017755622672260555,SLV,1603,0.0,0,0.0,0.874,0.54,-0.232,-0.209,Extracts and juices of meat or fish,16,Preparations of meat or fish,1,Agriculture,
paises_interes,2020,1604,777355666,0.34501275129384906,SLV,1604,0.004058,72957795,12.374058,0.752,-0.0,-1.455,-0.209,Prepared or preserved fish,16,Preparations of meat or fish,1,Agriculture,0.029560158719160852
paises_interes,2020,1605,1682031277,0.5181557116065453,SLV,1605,5e-06,78010,0.015007,0.785,-0.153,-1.647,-0.209,Prepared aquatic invertibrates,16,Preparations of meat or fish,1,Agriculture,0.053698243814895526
paises_interes,2020,1701,8916859,0.005024047954522426,SLV,1701,0.00748,172539247,22.437403,0.735,-0.0,-1.809,-0.209,Sugarcane & sucrose,17,Sugar and candy,1,Agriculture,0.2574775349518014
paises_interes,2020,1702,75702283,0.12330256678509399,SLV,1702,6.7e-05,425946,0.20064,0.828,0.408,-0.249,-0.209,Other sugars,17,Sugar and candy,1,Agriculture,0.0
paises_interes,2020,1703,170779,0.001135100992410292,SLV,1703,0.032775,32390476,101.660965,0.72,-0.0,-1.678,-0.209,Molasses,17,Sugar and candy,1,Agriculture,0.5393685477175452
paises_interes,2020,1704,184412911,0.09141570770859082,SLV,1704,0.002744,28546189,8.24437,0.762,0.0,-0.794,-0.209,Confectionery sugar,17,Sugar and candy,1,Agriculture,0.08099886818517175
paises_interes,2020,1801,583307,0.0006766736390360586,SLV,1801,2e-05,143268,0.060654,0.772,-0.434,-2.589,-0.209,Cocoa beans,18,Cocoa,1,Agriculture,0.39256498310857973
paises_interes,2020,1803,21215507,0.060226568611469376,SLV,1803,2e-06,7627,0.007244,0.871,0.355,-0.487,-0.209,Cocoa paste,18,Cocoa,1,Agriculture,0.0
paises_interes,2020,1805,28719519,0.1108561231754748,SLV,1805,1e-05,23634,0.030688,0.852,0.309,-0.61,-0.209,Cocoa powder,18,Cocoa,1,Agriculture,0.28353219937378354
paises_interes,2020,1806,29364574,0.010534183839239581,SLV,1806,0.000236,6289460,0.707053,0.814,0.508,-0.011,-0.209,Chocolates,18,Cocoa,1,Agriculture,0.405733878584171
paises_interes,2020,1901,10336708,0.012364976920854889,SLV,1901,0.000131,2787424,0.391878,0.825,0.441,0.006,-0.209,Malt extract,19,"Preparations of cereals, flour, starch or milk",1,Agriculture,0.6331806714730159
paises_interes,2020,1902,245004886,0.1838464188331145,SLV,1902,8.8e-05,1008186,0.266109,0.768,-0.056,-1.101,-0.209,Pasta,19,"Preparations of cereals, flour, starch or milk",1,Agriculture,0.6723541092615847
paises_interes,2020,1904,30210497,0.03675058811074046,SLV,1904,0.006421,42380698,19.273209,0.774,0.0,-0.673,-0.209,Cereal foods,19,"Preparations of cereals, flour, starch or milk",1,Agriculture,0.08718348621818357
paises_interes,2020,1905,97027714,0.016467837932244028,SLV,1905,0.00254,88136479,7.64459,0.765,0.0,-0.308,-0.209,Bakery products,19,"Preparations of cereals, flour, starch or milk",1,Agriculture,0.22177032962707757
paises_interes,2020,2001,13761883,0.034175815318661415,SLV,2001,0.000243,499319,0.727223,0.776,0.053,-0.867,-0.209,Pickled fruits and vegetables,20,"Preparations of vegetables, fruit, or nuts",1,Agriculture,0.9745673607453351
paises_interes,2020,2002,1018476,0.005873956694959677,SLV,2002,3.7e-05,179111,0.109899,0.798,-0.135,-1.452,-0.209,"Tomatoes, prepared or preserved",20,"Preparations of vegetables, fruit, or nuts",1,Agriculture,0.03047830674832925
paises_interes,2020,2003,8630682,0.07528416041931656,SLV,2003,3.8e-05,58037,0.114498,0.874,0.564,-0.06,-0.209,"Mushrooms, prepared or preserved",20,"Preparations of vegetables, fruit, or nuts",1,Agriculture,0.0
paises_interes,2020,2004,32573639,0.02477635090796817,SLV,2004,1.9e-05,147631,0.056464,0.867,0.593,-0.013,-0.209,"Other vegetables, frozen",20,"Preparations of vegetables, fruit, or nuts",1,Agriculture,0.5097777567042152
paises_interes,2020,2005,216203700,0.15285757978559308,SLV,2005,0.00131,14381201,3.920035,0.754,0.0,-1.002,-0.209,"Other vegetables, prepared or preserved",20,"Preparations of vegetables, fruit, or nuts",1,Agriculture,0.04205399813270116
paises_interes,2020,2006,6413593,0.06014353874724237,SLV,2006,0.000361,260187,1.092899,0.785,0.0,-0.74,-0.209,"Vegetables, fruits and nuts, preserved by sugar",20,"Preparations of vegetables, fruit, or nuts",1,Agriculture,1.0
paises_interes,2020,2007,24678904,0.061566236735881394,SLV,2007,3.1e-05,102393,0.094339,0.778,0.091,-0.618,-0.209,"Jams, jellies and marmalades",20,"Preparations of vegetables, fruit, or nuts",1,Agriculture,0.4910687254011505
paises_interes,2020,2008,634863342,0.2227262754961041,SLV,2008,0.001206,19937680,3.648445,0.742,-0.0,-1.206,-0.209,"Fruits and nuts, otherwise prepared",20,"Preparations of vegetables, fruit, or nuts",1,Agriculture,0.09353485460695528
paises_interes,2020,2009,235702128,0.12342671922490245,SLV,2009,0.000989,12279984,2.965928,0.753,-0.0,-0.849,-0.209,Fruit juices,20,"Preparations of vegetables, fruit, or nuts",1,Agriculture,0.009966218197026967
paises_interes,2020,2101,73193490,0.08230857993105213,SLV,2101,0.000224,1764063,0.670557,0.796,0.16,-0.425,-0.209,Coffee extracts,21,Miscellaneous edible preparations,1,Agriculture,0.5198345471227762
paises_interes,2020,2102,29616829,0.09159684736533881,SLV,2102,0.000195,487648,0.586342,0.794,0.157,-0.649,-0.209,Yeasts,21,Miscellaneous edible preparations,1,Agriculture,0.002930392414200407
paises_interes,2020,2103,127454760,0.08141268785840633,SLV,2103,0.001495,20565504,4.508946,0.766,0.0,-0.631,-0.209,Sauces and seasonings,21,Miscellaneous edible preparations,1,Agriculture,0.30279617752134835
paises_interes,2020,2104,4278670,0.01433210324434941,SLV,2104,0.002341,7680901,7.029524,0.773,0.0,-0.507,-0.209,Soups and broths,21,Miscellaneous edible preparations,1,Agriculture,0.07156165663377252
paises_interes,2020,2105,69404,0.0005367683538133461,SLV,2105,0.001266,5261295,3.818699,0.775,0.0,-0.383,-0.209,Ice cream,21,Miscellaneous edible preparations,1,Agriculture,0.006675162673828401
paises_interes,2020,2106,474774759,0.08102942346116743,SLV,2106,0.001062,47002490,3.230194,0.78,0.0,0.096,-0.209,Food preparations n.e.c.,21,Miscellaneous edible preparations,1,Agriculture,0.621879968486776
paises_interes,2020,2201,177144,0.00028734778523041533,SLV,2201,8.9e-05,322037,0.279304,0.82,0.349,-0.471,-0.209,Waters,22,Beverages,1,Agriculture,0.0737182373453982
paises_interes,2020,2202,40370834,0.012446901707037078,SLV,2202,0.003806,79067855,11.505194,0.766,0.0,-0.45,-0.209,"Waters, flavored or sweetened",22,Beverages,1,Agriculture,0.12365558671093328
paises_interes,2020,2203,8987522,0.0016451221352450501,SLV,2203,0.000216,3142584,0.644761,0.834,0.415,-0.267,-0.209,Beer,22,Beverages,1,Agriculture,0.4133222851004142
paises_interes,2020,2204,560259,0.00011775125928393287,SLV,2204,2e-06,73642,0.006973,0.835,0.056,-0.852,-0.209,Wine,22,Beverages,1,Agriculture,0.0
paises_interes,2020,2205,33012,0.0005056829669564857,SLV,2205,0.0,0,0.0,0.85,0.287,-0.384,-0.209,"Wine, flavored",22,Beverages,1,Agriculture,
paises_interes,2020,2206,2162059,0.0039136367141788505,SLV,2206,1.1e-05,17787,0.031784,0.835,0.578,-0.137,-0.209,Other fermented beverages,22,Beverages,1,Agriculture,0.0
paises_interes,2020,2207,934970,0.0016168077898963801,SLV,2207,3e-05,288114,0.090337,0.794,0.166,-0.82,-0.209,Ethyl alcohol > 80%,22,Beverages,1,Agriculture,0.0
paises_interes,2020,2208,7830785,0.0011135435097873357,SLV,2208,7.6e-05,2010829,0.232502,0.794,0.167,-0.634,-0.209,Spirits < 80% alcohol,22,Beverages,1,Agriculture,0.25724415154147867
paises_interes,2020,2209,2714716,0.02202554843085464,SLV,2209,2.9e-05,22119,0.088867,0.851,0.696,-0.068,-0.209,Vinegars,22,Beverages,1,Agriculture,0.0
paises_interes,2020,2301,126580,0.0007192287050005907,SLV,2301,0.000639,4058539,1.958606,0.768,-0.0,-1.425,-0.209,"Flours of fish, for animal feed",23,Food residues and animal feed,1,Agriculture,0.0
paises_interes,2020,2302,4950598,0.11426302534620168,SLV,2302,0.000637,1317879,1.933485,0.743,-0.0,-1.85,-0.209,Cereal residues,23,Food residues and animal feed,1,Agriculture,0.007059828709615981
paises_interes,2020,2303,3402900,0.028738369855177078,SLV,2303,7.2e-05,360742,0.214358,0.853,0.535,-0.105,-0.209,Starch residues,23,Food residues and animal feed,1,Agriculture,0.0
paises_interes,2020,2304,288109,0.0009136387454343987,SLV,2304,4.3e-05,958174,0.126938,0.875,0.129,-1.023,-0.209,Solid soybean residues,23,Food residues and animal feed,1,Agriculture,0.0
paises_interes,2020,2306,4327849,0.004463497597732012,SLV,2306,0.0,0,0.0,0.79,-0.056,-1.08,-0.209,Solid vegetable oil and fat residues,23,Food residues and animal feed,1,Agriculture,
paises_interes,2020,2309,486136821,0.25388628034300026,SLV,2309,0.000747,23983999,2.241505,0.782,0.0,-0.383,-0.209,Animal feed,23,Food residues and animal feed,1,Agriculture,0.0
paises_interes,2020,2401,13390956,0.031998196109208246,SLV,2401,2e-05,154239,0.059376,0.747,-0.393,-1.75,-0.209,Unmanufactured tobacco,24,Tobacco,1,Agriculture,1.0
paises_interes,2020,2402,15171952,0.011319568444370251,SLV,2402,1.5e-05,322509,0.045442,0.769,-0.021,-0.837,-0.209,Cigars and cigarettes,24,Tobacco,1,Agriculture,1.0
paises_interes,2020,2403,1102115,0.008952197588792798,SLV,2403,1e-06,8728,0.002906,0.794,0.103,-0.821,-0.209,Other manufactured tobacco,24,Tobacco,1,Agriculture,1.0
paises_interes,2020,2501,2693980,0.006072564255318554,SLV,2501,9.7e-05,251892,0.290745,0.783,-0.059,-1.116,-0.209,Salt,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,0.0
paises_interes,2020,2503,64980,0.0006049553157920746,SLV,2503,0.000165,272735,0.497297,0.845,0.041,-1.055,-0.209,"Sulphur, crude",25,"Salt, sulphur, lime, cement, etc.",3,Minerals,0.0
paises_interes,2020,2504,10661977,0.33574081408222567,SLV,2504,0.0,0,0.0,0.88,0.32,-1.144,-0.209,Natural graphite,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,
paises_interes,2020,2505,4179242,0.06464291859349361,SLV,2505,9e-06,14681,0.027931,0.809,0.196,-0.839,-0.209,Natural sands,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,0.0
paises_interes,2020,2506,7848241,0.11211446123570114,SLV,2506,0.0,0,0.0,0.827,-0.058,-1.327,-0.209,Quartz,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,
paises_interes,2020,2507,153752,0.005376420226308854,SLV,2507,5e-06,6830,0.015941,0.851,0.386,-0.286,-0.209,Kaolin,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,0.0
paises_interes,2020,2508,13766682,0.44488741393255915,SLV,2508,0.000104,201345,0.314429,0.825,0.117,-0.696,-0.209,Clays,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,0.0
paises_interes,2020,2511,40526354,0.4357784276056803,SLV,2511,0.0,0,0.0,0.831,0.078,-1.2,-0.209,Natural barium sulfate,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,
paises_interes,2020,2512,209128,0.02839056549393988,SLV,2512,0.000174,27059,0.520517,0.853,0.515,-0.585,-0.209,Siliceous fossil meals and earths,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,0.0
paises_interes,2020,2513,6260085,0.18489933460772337,SLV,2513,0.0,0,0.0,0.865,0.301,-0.785,-0.209,Natural abrasives,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,
paises_interes,2020,2517,15245772,0.06978104184049348,SLV,2517,1e-06,4716,0.004661,0.805,0.228,-0.394,-0.209,Gravel,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,0.0
paises_interes,2020,2519,55987289,0.3952159304565863,SLV,2519,0.0,0,0.0,0.849,0.441,-0.224,-0.209,Natural magnesia,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,
paises_interes,2020,2520,465096,0.005362964982489383,SLV,2520,0.0,0,0.0,0.791,-0.047,-1.108,-0.209,Gypsum,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,
paises_interes,2020,2523,52765759,0.04478599925179217,SLV,2523,0.000327,3832501,0.999946,0.751,-0.2,-1.262,-0.209,Cements,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,0.0
paises_interes,2020,2525,2244452,0.19324300554273602,SLV,2525,0.0,0,0.0,0.882,0.614,-0.458,-0.209,Mica,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,
paises_interes,2020,2526,9791492,0.13747461915855946,SLV,2526,4e-06,2942,0.011181,0.88,0.739,-0.12,-0.209,Natural steatite,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,0.0
paises_interes,2020,2528,19881,0.0010029400101025485,SLV,2528,0.0,0,0.0,0.878,0.188,-0.408,-0.209,Natural borates,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,
paises_interes,2020,2529,20002089,0.08856536359090296,SLV,2529,0.0,0,0.0,0.821,-0.119,-1.378,-0.209,Feldspar,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,
paises_interes,2020,2530,10837030,0.10839040533628583,SLV,2530,5e-06,10491,0.016461,0.834,0.115,-0.982,-0.209,Mineral substances n.e.c.,25,"Salt, sulphur, lime, cement, etc.",3,Minerals,0.0
paises_interes,2020,2601,34636,6.0102440511168864e-05,SLV,2601,0.0,0,0.0,0.877,-0.184,-1.696,-0.209,Iron ores and concentrates,26,"Ores, slag and ash",3,Minerals,
paises_interes,2020,2603,48201,0.0010582404141050333,SLV,2603,0.0,0,0.0,0.823,-0.312,-2.016,-0.209,Copper ore,26,"Ores, slag and ash",3,Minerals,
paises_interes,2020,2608,0,0.0,SLV,2608,0.0,0,0.0,0.821,-0.029,-1.175,-0.209,Zinc ore,26,"Ores, slag and ash",3,Minerals,
paises_interes,2020,2609,0,,SLV,2609,0.0,0,0.0,0.845,-0.312,-2.069,-0.209,Tin ore,26,"Ores, slag and ash",3,Minerals,
paises_interes,2020,2615,449511,0.009323868093000353,SLV,2615,0.0,0,0.0,0.81,-0.489,-2.586,-0.209,Zirconium ore,26,"Ores, slag and ash",3,Minerals,
paises_interes,2020,2619,0,0.0,SLV,2619,0.002902,826678,9.316796,0.806,0.0,-0.598,-0.209,Iron or steel slag,26,"Ores, slag and ash",3,Minerals,0.8782815074309465
paises_interes,2020,2620,23352673,0.011255229429311883,SLV,2620,0.000118,1233040,0.359988,0.813,0.333,-0.451,-0.209,"Slag, ash and residues containing metals",26,"Ores, slag and ash",3,Minerals,0.8323111983390644
paises_interes,2020,2701,46737598,0.09646068009327034,SLV,2701,0.0,1867,7.1e-05,0.863,-0.237,-1.975,-0.209,Coal,27,"Mineral fuels, oils and waxes",3,Minerals,0.0
paises_interes,2020,2704,215842,0.005858558754157974,SLV,2704,0.0,0,0.0,0.874,0.351,-0.642,-0.209,Coke,27,"Mineral fuels, oils and waxes",3,Minerals,
paises_interes,2020,2707,527468,0.0006100163416233994,SLV,2707,0.0,0,0.0,0.837,0.693,0.165,-0.209,Oils etc. from high temperature coal tar,27,"Mineral fuels, oils and waxes",3,Minerals,
paises_interes,2020,2710,306425303,0.010984089933454793,SLV,2710,0.000192,73501672,0.590111,0.803,0.168,-0.681,-0.209,"Petroleum oils, refined",27,"Mineral fuels, oils and waxes",3,Minerals,0.15906725223883342
paises_interes,2020,2711,2554095,0.0003691214736195835,SLV,2711,0.000368,65441849,1.112728,0.785,-0.0,-1.653,-0.209,Petroleum gases,27,"Mineral fuels, oils and waxes",3,Minerals,0.0
paises_interes,2020,2712,68545090,0.21902524426467118,SLV,2712,1.4e-05,37966,0.043031,0.832,0.516,-0.012,-0.209,Petroleum jelly,27,"Mineral fuels, oils and waxes",3,Minerals,0.11091502923668546
paises_interes,2020,2713,1977461,0.001983940287097543,SLV,2713,1.8e-05,241853,0.055484,0.807,0.125,-0.681,-0.209,Petroleum coke,27,"Mineral fuels, oils and waxes",3,Minerals,0.0
paises_interes,2020,2714,46594,0.00029971406555137837,SLV,2714,3e-05,27356,0.0901,0.835,0.159,-0.884,-0.209,"Bitumen and asphalt, natural",27,"Mineral fuels, oils and waxes",3,Minerals,0.0
paises_interes,2020,2715,34364,0.00040949196268351363,SLV,2715,0.000161,223579,0.485313,0.824,0.247,-0.568,-0.209,Bituminous mixtures,27,"Mineral fuels, oils and waxes",3,Minerals,0.0
paises_interes,2020,2801,1659077,0.009532022731652793,SLV,2801,0.0,0,0.0,0.855,0.287,-0.6,-0.209,Iodine,28,Inorganic chemicals,5,Chemicals,
paises_interes,2020,2803,1297478,0.0055729222258134835,SLV,2803,1e-06,3573,0.003084,0.871,0.721,0.351,-0.209,Carbon,28,Inorganic chemicals,5,Chemicals,0.0
paises_interes,2020,2804,25244251,0.05061622546485124,SLV,2804,0.000103,840059,0.314888,0.86,0.542,-0.061,-0.209,Silicon & rare gases,28,Inorganic chemicals,5,Chemicals,0.0
paises_interes,2020,2805,26506209,0.3998151295724309,SLV,2805,0.0,0,0.0,0.873,0.425,-0.409,-0.209,Rare-earth metals,28,Inorganic chemicals,5,Chemicals,
paises_interes,2020,2806,11809,0.0005175874996373075,SLV,2806,0.0,0,0.0,0.833,0.44,-0.366,-0.209,Hydrochloric acid,28,Inorganic chemicals,5,Chemicals,
paises_interes,2020,2807,0,0.0,SLV,2807,0.000824,772802,2.623823,0.821,0.0,-0.462,-0.209,"Sulfiric acid, oleum",28,Inorganic chemicals,5,Chemicals,0.0
paises_interes,2020,2808,5178,0.0006673937796012599,SLV,2808,0.0,0,0.0,0.85,0.728,0.367,-0.209,Sulfonitric acids,28,Inorganic chemicals,5,Chemicals,
paises_interes,2020,2809,9507552,0.059189421692038974,SLV,2809,0.0,0,0.0,0.846,0.22,-0.633,-0.209,Phosphoric acid etc.,28,Inorganic chemicals,5,Chemicals,
paises_interes,2020,2810,254079,0.03313393082795248,SLV,2810,1.9e-05,7924,0.058571,0.876,0.229,-0.347,-0.209,Oxides of boron; boric acids,28,Inorganic chemicals,5,Chemicals,0.0
paises_interes,2020,2811,59220840,0.11922613191169697,SLV,2811,2e-05,87746,0.061488,0.825,0.732,0.356,-0.209,Other inorganic acids,28,Inorganic chemicals,5,Chemicals,0.0
