"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","HS4","HS4 ID"
-1.840005468,-1.8202775905,-1.8162467342,-1.5676641142,-1.4807514695,-1.4329285734,-1.2589165109,-1.3228008858,-1.4614163864,-1.413840969,-1.3239681757,-1.1945028472,-1.2952009069,-1.3043420766,-1.2992682942,-1.2319222005,-1.2370356734,-1.1054174472,-1.0455028623,-0.8595150257,-0.7233020461,-0.776042006,-0.8483849502,-0.9393491469,-1.0760417578,-1.1639001963,"Refined Petroleum","2710"
-1.5686573271,-1.5797500068,-1.8954782858,-1.8920845976,-1.7487802122,-1.7312868748,-1.6539167498,-1.8121077747,-1.7918001082,-1.8164661134,-2.1019446496,-2.0675431721,-2.1200315833,-2.1799898178,-2.2299442109,-2.2453423594,-2.2808128577,-2.1142091269,-2.308201406,-2.2852173314,-2.2578584553,-2.0852952095,-1.9219227384,-2.0054279524,-1.9428298034,-1.9594288314,"Petroleum Gas","2711"
-0.5652284916,-0.4094694972,-0.5122139652,-0.2356316992,-0.5350507902,-0.5278660255,-0.5900433528,-0.3659886954,-0.3405488456,-0.3728264589,-0.5993534854,-0.6093538305,-0.6386137702,-0.6445122033,-0.4507088695,-0.5019239276,-0.5533970041,-0.6163907037,-0.4854362509,-0.3722888329,-0.500996334,-0.170238736,-0.1493305064,-0.2309540124,-0.4074579636,-0.4214546023,"Petroleum Jelly","2712"
-0.3482461676,-0.1910358745,-0.2806418452,-0.3907379872,-0.6845591234,-0.5585523196,-0.5996621231,-0.56433417,-0.5552164837,-0.4777849759,-0.8472636596,-0.5714061,-0.6135824269,-0.5982216872,-0.7478553731,-0.6871707863,-0.6995323693,-0.5251947645,-0.8844964169,-0.7881508403,-0.7871430024,-0.8113382758,-0.7720231378,-0.7076917821,-0.9905555829,-0.9351359723,"Petroleum Coke","2713"
,,,-1.3911062119,-1.2658177289,-1.2299449374,-1.0763161149,-1.2366762126,-1.1577951816,-1.0470525771,-1.243424901,-0.7996860569,-0.8799617555,-0.9992491195,-1.0630004846,-0.9906960052,-0.9741370166,-0.8142302794,-0.7074877522,-0.773006786,-0.632309678,-0.7107735277,-0.7073862448,-0.7747221412,-0.6655286115,-0.7910498232,"Bitumen and asphalt","2714"
,,,,,,,,-0.3757464051,-0.3225514399,-0.5863223519,-0.6050473187,-0.660224072,-0.5940160226,-0.8126402839,-0.6630194062,-0.7235715815,-0.9023502248,-0.8995486808,-0.6006876093,-0.6806258175,-0.6875676942,-0.7790941056,-1.4349634801,-1.2528117423,-1.1374535052,"Asphalt Mixtures","2715"
0.2437711498,0.0488257524,0.0909187835,-0.1565613516,-0.1395700579,-0.0051477471,-0.061147944,-0.2167559244,-0.1415717412,-0.0251817813,-0.0874806129,-0.1242882987,-0.3535097182,-0.5524504817,-0.5385361087,-0.5771889397,-0.7099509316,-0.6177695178,-0.5940352178,-0.6453975107,-0.7057431975,-0.6995214694,-0.8058016372,-0.7439155546,-0.4995579391,-0.4725026663,"Electricity","2716"
-0.2613772611,-0.1985813404,-0.2045663549,-0.7537909026,-0.8508702312,-0.7231221118,-0.9532878684,-0.7908873023,-0.8388768032,-0.6994677484,-1.0866387312,-1.4922001216,-1.492548261,-1.1008315911,-0.8382757262,-0.6855318247,-0.7915967857,-0.6173607894,-0.7173095113,-0.9455921935,-0.9601878369,-1.0380748794,-1.0102249421,-0.9168700831,-0.9006176994,-0.6449886806,"Halogens","2801"
,,,,,,,,,,,,,,,-1.1406697771,,,,,,,,,,-1.0209455422,"Sulfur","2802"
-0.1649366271,-0.3093101523,-0.1994837566,-0.2447097224,-0.0894569955,-0.048401689,0.0837203762,0.0473415187,0.0023695763,0.1916213756,0.1651556282,0.1559141528,0.0393009755,0.0132786468,-0.0140101447,0.2856227208,0.0771496705,-0.0909813467,-0.0922915078,0.1011580808,0.1616649524,0.0925838082,0.2638267029,0.3011604913,0.252241247,0.1106921243,"Carbon","2803"
-0.07152455,-0.1362754191,-0.273065034,-0.496645872,-0.1536560872,-0.3649179373,-0.3750454768,-0.1663604408,-0.0882978131,-0.1455087562,0.3018520474,0.3016568139,-0.1045665664,-0.2251020487,-0.2148861059,-0.2906473826,-0.2775960814,-0.1640294211,-0.4064114841,-0.3390469573,0.0480406176,0.1884031201,0.2806876497,-0.0727515839,-0.1002643972,-0.0724678437,"Hydrogen","2804"
,,,,,,,,,0.246846328,-0.0371998097,-0.36904708,-0.1009105404,-0.6833779609,-0.3213224396,-0.2153301306,-0.4146004275,-0.5198213775,-0.5881241065,-0.2443630787,-0.5695300583,-0.4879891525,-0.6080519788,-0.537767632,-1.1654415968,-1.409764308,"Alkali, alkaline-earth, rare-earth metals, scandium, yttrium, and mercury","2805"
,,,,,,,-0.6894859625,-0.6831356738,-0.7216800215,-0.9050809811,-0.9124323587,-0.6842708158,-0.2504563079,-0.0311910711,-0.0690479788,-0.0320846619,-0.0600994586,-0.2094298204,-0.0782254629,-0.0184181283,-0.129319204,-0.1356996219,-0.2397126438,-0.1159838217,0.0438467919,"Sulfuric Acid","2807"
,,,,,,,,,,,,,,,,,,,,,,,,,0.1098419849,"Nitric Acids","2808"
-0.7884787092,-0.7039288624,-0.6775740145,-0.8779305692,-0.9476932189,-0.9707310461,-0.8528997854,-0.4976498227,-0.2933490974,-0.2058247482,-0.4121047401,-0.1703343819,-0.2666758854,-0.4164168508,-0.4448977987,-0.3268099663,-0.0626898967,-0.0860428248,-0.4435630976,-0.453635689,-0.4753813776,-0.6183259452,-0.7238219692,-0.6698924594,-0.5735042829,-0.478000196,"Phosphoric Acid","2809"
,,,,,,,,,,,-0.7344245049,-0.7646669964,-1.117954814,-0.6366388276,-0.5883567162,-0.6733784483,-0.9441420243,-1.0227327554,-0.9737505701,-0.9572896914,-0.9383717569,-0.9511404703,-0.9687500116,-1.0880871226,-1.1293124311,"Boron","2810"
0.1149936437,0.3038486959,0.4865521622,0.7565978088,0.6984292806,0.722607916,0.9169435472,0.7699383838,0.3215336623,0.3505458549,0.1710489449,0.2569025205,0.3090806088,0.2462604566,0.2601807401,0.4836183733,0.6420930485,0.4122444367,0.3896813552,0.4054555781,0.4899252098,0.6254858697,0.5176268549,0.4634380289,0.4598523237,0.6998581538,"Other Inorganic Acids","2811"
,,,,,,,1.3558911565,1.7863072615,1.6410087419,1.1686446248,0.7068378585,0.424674498,0.3364488033,0.7076217963,1.1129453208,1.4548560207,0.870874839,0.8243046804,0.8273635968,0.9475804883,1.6728188774,1.5205821387,1.5432608393,1.2472904711,1.2871987695,"Halides","2812"
-1.3275778624,-1.4198590248,-1.6989715107,-1.2864248135,-1.2662485583,-1.13104824,-0.952554437,-1.0311724005,-1.2436430981,-1.1999485469,-1.4744459182,-1.4152570078,-1.7653976173,-1.7052915482,-1.8424647888,-1.6908351152,-1.7183167108,-1.5651477188,-1.4576645235,-1.2773582258,-1.47689727,-1.4215733477,-1.3727025089,-1.2826325718,-1.2499095731,-1.3872128464,"Ammonia","2814"
-0.1788632163,-0.2916996849,-0.0815401435,-0.552438581,-0.4361882399,-0.4428896894,0.1202648553,-0.0849903897,-0.0166244009,0.2125408737,0.3494899324,0.3741420924,0.2626732125,0.2633735538,0.2410114418,0.1682207201,0.4097532952,0.4550652979,0.3595830043,0.478912515,0.4728774361,0.4327955926,0.4149496645,0.3743347962,0.399957579,0.3931718337,"Sodium or Potassium Peroxides","2815"
,,,,,,,-0.2105329706,-0.3117927995,-0.1371853045,-0.123328212,-0.3271156871,-0.2594176752,-0.1158849564,-0.2139850503,-0.2893192108,-0.2599463429,-0.3223255043,-0.5135649268,-0.3483763408,-0.1743687599,0.0405271357,-0.0566241432,-0.2156192351,0.056343214,-0.0394450847,"Zinc Oxide and Peroxide","2817"
-0.2629942394,-0.338089533,-0.5292083149,-0.5774765276,-0.5050785914,-0.3437438047,-0.3380772258,-0.3603838331,-0.4473909897,-0.8991822887,-1.222456397,-1.1538377789,-1.017438483,-0.7968886245,-0.7647902883,-0.5980240072,-0.8594595389,-0.7484957234,-0.7296636019,-0.828565386,-1.1540920259,-1.0929195056,-0.9470785046,-1.1270313689,-1.069699634,-1.0924238816,"Aluminium Oxide","2818"
,,,,,,,,,,,,,-0.4627801829,-0.1396086375,-0.0066622633,-0.1177347182,-0.0777959488,0.0183244605,,0.2069432897,-0.4719414454,,,-0.0464017556,-0.1131325313,"Chromium Oxides and Hydroxides","2819"
0.3849778914,0.3835680069,0.4011583159,0.5035642868,0.5501554693,0.6521208449,0.0673166468,0.4754528316,0.4521234429,0.883908046,0.3374254512,0.1488421233,0.3435048974,0.2260344611,0.4847014691,0.5073300927,1.0124223912,0.743997341,0.2633732361,-0.3597961518,0.1910609357,0.3568054452,-0.2122439438,-0.3530877712,-0.47514886,-0.22818354,"Iron Oxides and Hydroxides","2821"
,,,,,,,,,,0.5962197611,-0.2105255006,-0.9536113742,-0.6785144448,-0.4815122384,-0.3741301302,-0.2359250862,-0.7943268612,-0.7908369494,-0.6898806808,-0.6924455959,-0.5576750608,-1.3497534976,-1.7441500704,-1.7780179073,-2.3682906481,"Cobalt Oxides and Hydroxides","2822"
0.7609210011,0.7292510963,0.7854440426,0.8230871602,0.8433183614,0.9264840554,0.8961855276,0.7830945801,0.5724246168,0.6511263774,0.6350134024,0.7394710924,0.4983343441,0.0008363,0.0165891889,0.0893656831,0.1549138552,0.410416813,1.0358602453,1.1125031246,1.4404240427,1.2564336419,1.2528974806,1.0093655022,0.7864200073,1.0230687973,"Titanium Oxides","2823"
0.2174273626,0.0663956326,0.3119014313,0.2873747692,0.1291356885,0.0549252643,-0.2663369328,-0.2572126221,-0.3821053494,-0.3994694115,-0.5383246575,-0.1879652286,-0.1877240843,-0.5362704432,-0.5719610751,-0.4490616747,-0.6279280934,-0.7225579127,-0.8579401196,-0.8654290398,-0.864049146,-0.6844131114,-0.3193987028,-0.3983639398,-0.5606838692,-1.160398341,"Inorganic Salts","2825"
0.178322848,0.0480288914,0.2843463611,0.174497901,0.3179693591,0.1706137215,0.290609258,0.1643529323,0.3049788714,-0.2075350997,-0.244012239,-0.2149841402,-0.2362383483,0.0409410504,-0.0576466709,0.0003307484,-0.2040410943,0.0231025425,0.0196738241,0.1327741335,0.2669970873,0.3036192843,0.5545510448,0.1540131947,0.2401552548,0.3294265294,"Fluorides","2826"
0.3325652423,0.2956675848,0.5577009518,0.3753704259,0.3809559132,0.6406407883,0.5444392694,0.5262326632,0.7066391493,0.0722641593,0.1170856832,0.4838337116,0.3542253901,0.3902455776,0.3666645199,0.6385252333,0.0492634526,0.0723215208,0.4511725662,0.5048187339,0.417453239,0.4406010041,0.4077768032,0.335100628,0.1321979837,0.0230648017,"Chlorides","2827"
,,,,,,,,,,,-0.6167243084,-0.6060094238,-0.4353856721,-0.3918250956,-0.4243922205,-0.3803990987,-0.1458716455,-0.276471815,-0.4096402237,-0.4352258055,-0.4936710977,-0.452283116,-0.5457000802,-0.3503078978,-0.2234475228,"Hypochlorites","2828"
,,,,,,,,0.2160913995,-0.0055004902,-0.0619979705,-0.0632284961,-0.2336109685,-0.6318189646,-0.5708494242,-0.6673949968,-0.662009536,-0.3653094879,-0.4454576944,-0.134678208,-0.1466908332,-0.3942632959,-0.4606877237,-0.7338635474,-0.4211866583,-0.5539005996,"Chlorates and Perchlorates","2829"
,,,,,,,,,,-0.3903321029,-0.1567265503,-0.2338396566,-0.3777981216,-0.5705967419,-0.5539426518,-0.7587882564,-0.5762708758,-0.6985240159,-0.3769145809,-0.2162203489,-0.3082204755,-0.4527319069,-0.4911632998,-0.4978943637,-0.4684824503,"Sulfides","2830"
,,,,,,,,,,,,,,,,,,,,,-0.3965047789,-0.4039413684,-0.55532585,-0.138165246,-0.1243399117,"Sulfites","2832"
-0.2900251979,-0.3880121704,-0.4012531754,-0.6316799216,-0.5811895822,-0.5604450336,-0.4207665651,-0.2852927961,-0.375170085,-0.4833217741,-0.4294255086,-0.4088850045,-0.3455138459,-0.3332461884,-0.3462902651,-0.1325697543,-0.2307934202,-0.288123207,-0.1076119443,-0.1977102239,-0.3401500665,-0.2950572572,-0.3618892106,-0.2324901789,-0.0691541869,-0.3561035548,"Sulfates","2833"
-0.0601326235,,,,,,-0.0862517907,-0.3284748224,-0.0599430145,0.0057691779,-0.4190265276,-0.3305356132,-0.5690278348,-0.2302767182,-0.6567437298,-0.0986002856,-0.5018811641,-0.7985906808,-0.3371829943,-0.5202912676,-0.3049204313,-0.2855712454,-0.2443510452,-0.1153943493,-0.2471562571,-0.2994859138,"Nitrites and Nitrates","2834"
0.1052246268,-0.0645737426,0.1079817222,0.1196847215,0.083984546,0.0169033028,-0.35443718,-0.3719264583,-0.2713259221,-0.1244342089,-0.1740449688,-0.1530146777,-0.1608648301,-0.0891323464,0.1279807029,0.2184096675,0.1083606061,-0.1997355502,-0.4128560369,-0.3779707009,-0.1377168335,0.0300195965,0.0125963817,-0.0523531206,-0.0871842956,-0.1136722971,"Phosphinates (hypophosphites) and phosphonates (phosphites)","2835"
0.0498591164,0.0595846817,0.0972045648,-0.1587088476,-0.1219147982,-0.2977285737,-0.3468209475,-0.5717146168,-0.422950293,-0.5118230465,-0.4772663556,-0.4403135671,-0.2812915062,-0.4028400707,-0.7137270491,-0.573516149,-0.4873126156,-0.319558782,-0.4850182334,-0.382217685,-0.3842998207,-0.4903250389,-0.5815517389,-0.4941861027,-0.7192736431,-1.0073899889,"Carbonates","2836"
,,,,,,,,,,0.0937051403,0.1083547406,0.2396639784,0.4084828487,-0.0056477147,-0.3633625937,-0.5834299068,-0.6009572436,-0.62835298,-1.0736594499,-0.9185080682,-1.0680756713,-0.6914673812,-1.1996411806,-1.0132895734,-0.7545286726,"Cyanides","2837"
,,,,,,,-0.1043955596,0.1974813822,0.1146912387,-0.0028839733,0.09010818,0.1380457719,-0.2083879223,-0.1632824084,-0.3407614364,-0.3258679975,-0.2570394141,-0.2200102613,-0.0578713231,-0.1417814686,-0.2476902936,-0.5576818365,-0.6654079556,-0.7610105815,-0.5473872291,"Silicates","2839"
0.5452775584,0.5975358042,0.6261659337,0.3651503064,0.3410514695,,0.340861932,0.3467285656,0.355069907,0.4382821348,0.4686863454,0.4592430602,0.9291487033,-0.2884789997,-0.2248230254,0.36793432,0.0016664315,-0.020777512,-0.129495986,-0.149304438,-0.187822627,-0.1889546593,0.0584429419,-0.2092213683,-0.1882129457,-0.4206674097,"Borates","2840"
,,0.2299491193,0.231929012,0.0992155407,0.1493205478,0.1156945547,0.2592046078,0.1509740556,0.2041820355,0.001835254,0.0897269893,-0.4110128206,-0.5582245172,-0.4570128438,-0.5965059936,-0.7095364697,-0.5166042702,-0.3751638879,-0.1870937591,-0.426723843,-0.517270396,-0.2082939243,-0.1494299868,-0.2496804119,-0.2506737148,"Oxometallic or Peroxometallic Acid Salts","2841"
,,,,,,,,,0.9859809689,1.084244014,1.044176171,0.8414271204,0.6538121075,0.7296396213,0.8171098808,,,,0.7127183195,1.1378190394,1.136085331,1.1452763705,1.3336963698,1.2827622109,1.4190893686,"Other Inorganic Acids Salts","2842"
1.0473237754,0.84969102,0.8671376189,0.6161838541,0.6728382219,0.8427485359,0.6368697476,0.4739315199,0.6309477293,0.959863185,0.5012717803,0.4962996164,0.5153975686,0.0559009801,0.3921095885,0.4761577993,0.8905820571,0.7936004581,0.8253525773,0.5254076534,0.6976981703,0.4128439352,0.8405473539,0.799783951,1.5043257328,1.5039560447,"Precious Metal Compounds","2843"
0.3652580142,0.257595831,0.1693441858,-0.1934601669,0.2161669347,0.0821663234,-0.024074914,-0.0369451282,-0.1664970052,-0.2587865812,-0.3630150775,-0.3575870715,-0.3869057417,-0.6570273941,-0.7342574889,-0.8812046127,-0.9799531946,-1.0543096538,-0.6850798624,-0.5644819148,-0.6660232597,-0.6719492144,-1.0324786919,-1.0861976812,-0.8924804211,-0.9558763106,"Radioactive Chemicals","2844"
,,,,,,,,,,,,,,,,,,,,,,0.1256370614,-0.0107240105,-0.1646702044,-0.1101147789,"Other Isotopes","2845"
,,0.9915917583,0.7120477165,0.7798154246,0.8365815258,,0.9976597072,1.1344572636,1.1129712227,0.8917280112,0.3266010248,0.0142585987,-0.5335231146,-0.0898991459,0.0585996601,0.3239647,0.0050202433,0.0430362987,0.3188405159,0.7010840317,0.5846137113,0.692294807,0.6704213441,0.8065068144,0.5597267414,"Rare-Earth Metal Compounds","2846"
,,,,,,,,,0.9656641763,0.4162623706,0.5943446152,0.7408803048,0.3416125229,0.2447397333,0.03199822,-0.0557571964,0.2702881715,0.2436232709,0.255294565,-0.1254313778,0.369686768,0.3160275897,0.5950643995,0.2483021837,0.304530017,"Hydrogen peroxide","2847"
,,,,,,,,,,,,,,,,,,,0.8876903596,1.4038840365,1.4563234921,1.4427617058,1.5347366126,1.4124774142,1.4282638122,"Phosphides","2848"
0.3193222119,0.2077398065,0.2130277572,0.1682210553,0.2243662721,0.308751583,0.3419658145,0.3958007718,0.3938688642,0.437852387,0.3669248262,0.3109668239,0.1390270786,0.0677884295,0.0722363046,0.2536452133,0.1748727899,0.1521564543,-0.1533178467,-0.0017367288,-0.1425243573,-0.028582728,-0.0799378874,-0.0074284196,-0.1062651008,-0.0206130689,"Carbides","2849"
,,,,,,,,,1.5830292059,1.5749754575,1.6521482136,1.3713965672,1.4642904214,1.5349206383,1.7838509595,1.5261204946,1.4607077244,1.3001320462,1.2311798695,1.2153727621,1.1640072641,1.362668978,1.3512810795,1.2946789645,1.4066799507,"Hydrides and other anions","2850"
,,,,,,,,,,,0.6503313569,0.6215014265,1.014106247,1.0601930893,0.9508758325,1.0175723186,0.8346065586,1.3115159453,,,,,,,,"Inorganic Compounds","2851"
-0.3367820047,-0.6156772068,-0.6794667708,-0.6179055106,-0.2557503599,-0.0065402568,0.131620119,0.0549159313,-0.0238380674,-0.0261172374,-0.2476027633,0.021556443,-0.0169032512,0.1276832268,0.1497100702,0.3988925312,0.294238573,0.184318657,0.1365691489,0.3529464466,0.3766509175,0.4076417695,0.4537901305,0.2765721674,0.5466905942,0.5508188304,"Acyclic Hydrocarbons","2901"
0.0646959232,0.1050092316,0.0065248515,-0.0496360625,0.0380458217,0.0968161172,0.0221435025,0.1207867938,0.1820561704,0.1970128631,0.2507703003,0.4192880837,0.2483996833,0.3277668069,0.3107660723,0.1895295184,0.0384124014,0.5139908917,0.5918877267,0.7002429277,0.7128381778,0.5734594249,0.5743788011,0.4404897501,0.4841282763,0.490321319,"Cyclic Hydrocarbons","2902"
0.2446517008,0.063979209,0.2645552347,0.1750991738,0.0983371514,0.2817150376,0.4121137393,0.4362659593,0.6476892949,0.6511624914,0.7721737237,0.8499286862,0.8636020973,0.790072993,0.9980679888,0.968241719,1.0412502994,1.0398446702,0.863591945,0.9110583309,0.8680016841,0.8882098752,0.9034191085,0.9995095161,0.9081007278,0.8681395753,"Halogenated Hydrocarbons","2903"
-0.2895069367,-0.1669657451,-0.0729013597,-0.0860179597,0.0588440877,-0.0129540526,-0.0924765731,0.0202863391,0.0235303993,0.0420724398,-0.099929988,-0.3333906456,-0.3172632559,-0.1118159039,-0.1093582567,-0.2152454094,-0.4380831386,-0.3991049727,-0.467426843,-0.3374322185,-0.3197605715,-0.414660052,-0.5031890166,-0.6595329991,-0.2791292202,-0.3489602884,"Sulfonated, Nitrated or Nitrosated Hydrocarbons","2904"
-0.4023244137,-0.401773618,-0.5617033392,-0.5765155959,-0.4027836511,-0.4928848839,-0.3021534729,-0.340766257,-0.4394942834,-0.48411488,-0.5970591449,-0.5298773718,-0.5641643477,-0.4124213031,-0.1511784852,-0.0647237888,-0.1028394028,-0.3281824651,-0.5545987033,-0.3982654311,-0.3900851095,-0.3737808092,-0.2901330864,-0.2971958617,-0.3782806609,-0.3542746383,"Acyclic alcohol derivatives (halogenated, sulphonated, nitrated)","2905"
0.7648296412,1.0245870544,0.4616522523,0.5527204365,0.5452789304,0.5705475139,0.7617158762,0.7971709026,0.601642846,0.6963823882,0.7776340322,0.991396501,0.9178540426,0.6648265067,0.5581991713,0.6760358744,0.9573130093,1.0062667803,1.0535081605,0.9437891926,0.9046020396,0.8965378598,0.8734437642,0.8698202938,0.6897716385,0.6970291985,"Cyclic Alcohols","2906"
1.0633186053,1.1656829208,1.1770010759,1.338148314,1.3751105283,1.4232220566,1.4212018232,1.4771274253,1.5122877832,1.4213396558,1.9131922142,1.9465049007,1.7168937053,1.6705465213,1.3984535069,1.2960288028,1.1664958704,1.3102926397,1.3558908388,1.5503792186,1.4993827083,1.4067798923,1.3918112517,1.5896679472,1.4241311403,1.2105632733,"Phenols","2907"
0.7194731563,0.8337852649,0.8994940653,1.1635895086,1.1888915239,,0.6287148898,0.76649025,0.8662875544,0.7671800759,0.7444274801,0.7670440808,0.6375726613,0.2618944925,0.6637603855,0.8409757204,1.3431455416,1.4476012881,1.2819461684,0.8663123454,0.8469838454,0.9627063817,0.9335989559,0.8227320837,0.9254483113,0.9271937101,"Phenol Derivatives","2908"
-0.6598553642,-0.3043285773,-0.5128193177,-0.1962179214,-0.1941755632,-0.2024175144,-0.1523331314,0.212799908,0.2132549789,0.0846341806,0.2651593005,0.4014858532,0.462712593,0.3043340758,0.1507545045,-0.3766485131,-0.6222116323,0.0056460253,-0.090963142,0.1396645022,0.0059493089,-0.0377303403,0.2026647677,-0.0540420779,-0.1615321294,-0.2609520238,"Ethers","2909"
1.0428050227,1.0638594483,1.1212773549,0.8549127059,0.8562212526,0.8921731493,0.8594328861,0.8560571769,0.910844058,0.8752988067,1.5511296047,2.0231143441,1.6305602728,1.5850291766,1.4291857042,1.4062336586,1.4292979766,1.2012700288,1.2369337424,1.2803397889,1.0539881737,1.3974382465,1.5650379152,1.5340339952,1.430126321,1.4113172093,"Epoxides","2910"
0.9501626862,0.8492643308,0.9828729989,1.3901691362,1.1399348613,0.8708704992,0.9912553974,1.2802121921,0.9715069099,0.8956297105,1.0465789542,0.8630590167,0.7091590015,0.7744396386,0.5857532747,0.6789657111,0.6813625651,0.9215512602,1.0105844862,1.0307246992,0.9081591318,0.9460152893,0.9802641792,1.2499886376,1.1376190988,1.1724889333,"Aldehydes, cyclic polymers, and paraformaldehyde","2912"
0.7479931504,1.1929552687,1.2083183299,1.1437270841,1.1681674647,1.2316213215,1.2513477224,1.2820554458,1.3423761982,0.9838607443,1.1208931582,0.9941565862,1.3487318739,1.4445852825,1.4392229437,1.3012191726,1.4680609565,1.4290281049,1.4294122946,1.3369831384,1.3042510389,1.23816802,1.3416059383,1.3221399132,1.2793182163,1.2714248174,"Ketones and Quinones","2914"
0.7067793693,0.807061878,0.9566499031,1.010968367,0.9907308602,1.2553640956,1.3525517564,1.2762036186,1.0833349199,1.1053470822,1.1353395895,1.2339676089,1.1704780365,0.9012052172,0.6901170686,0.5428741958,0.6836070291,0.6698165226,1.122494369,1.0682234303,1.0532254056,1.0801770768,1.0655217227,1.0250344296,0.9911143722,0.8665342726,"Saturated Acyclic Monocarboxylic Acids","2915"
1.5660808563,1.4917242867,1.4997712315,1.2002894965,1.0641549699,1.1206759512,1.1608561711,1.1503090101,1.1390899835,1.1560501095,1.2058322777,1.2395527496,1.1925812983,1.2066758657,1.1429047817,1.1772273237,1.2159979808,1.1883876584,1.2775836501,1.1998333973,1.0254313125,1.0415386369,1.1312640261,1.2660593379,1.2427986036,1.2267869545,"Unsaturated Acyclic Monocarboxylic Acids","2916"
0.1300464187,-0.0348157101,-0.0344161503,0.1125277794,0.1710842873,0.2009519326,0.211930083,0.2084175133,0.0231095381,0.0311461978,0.0766295853,0.4987173666,0.6842029843,0.3445680765,0.6252998972,0.4428967941,0.4972143628,0.7841137745,0.7356260263,0.5190099464,0.5178805515,0.7339396263,0.6422415685,0.646081125,0.6029695748,0.8432394634,"Polycarboxylic Acids","2917"
0.5953247146,0.4926510335,0.6525050104,0.6341398746,0.667620939,0.7887327301,0.6631438001,0.4398052074,0.5911307161,0.6379960834,0.7529662855,0.6939040815,0.7594556709,0.400174009,0.2414004835,0.2344551072,0.4366897325,0.5362762849,0.5188302181,0.3697949059,0.24378224,0.5303799548,0.5118456457,0.8093432039,0.8858742204,0.8849414396,"Carboxylic Acids","2918"
,,,,,,,,0.7866043021,0.7994500841,1.0448565891,1.0651335333,1.1697867422,1.1247792207,1.1759508783,0.7512672295,0.9564964642,0.5988630618,0.8553385824,0.819030347,1.5105510817,1.5749872996,1.5422225926,1.5210491408,1.5041376824,1.5518700989,"Phosphoric Esters and Salts","2919"
0.9461831977,1.0274414936,1.168667235,1.4256727749,1.3943295424,1.2110112979,0.9174000562,0.9557928499,0.9145177057,0.7467417653,1.1638166068,0.9766973515,1.1690121078,1.0833114405,1.2562612972,1.2426487036,1.3498499355,1.5990440061,1.6283865773,1.6604453424,1.7388394302,1.7208811111,1.8837264203,1.8430629107,1.7721735332,1.4304821719,"Other Esters","2920"
0.8303978833,0.8780237751,0.8990907116,1.0683395952,1.0822993373,1.3573309303,1.3107308766,1.2787052969,1.3190334781,1.4402534506,1.4383555525,1.419856199,1.2545838423,1.2441388699,0.9068417165,0.9342572506,0.5664795445,0.8566646925,0.9776775391,1.0629654008,1.080442071,1.0561463698,1.011017561,1.1708627501,0.9916928874,1.1499578011,"Amine Compounds","2921"
0.1622224623,0.1633882372,0.2562090315,0.4756122797,0.5057096158,0.2820669137,0.5053769441,0.479657916,0.4992579717,0.5899391283,0.4618821522,0.7631366811,0.7312766322,0.7265122477,0.7511374373,0.4784703326,-0.0541012756,0.3946500537,0.3474679859,0.202639122,0.1191163255,0.1003210348,0.4506419612,0.5293231962,0.6033464176,0.4091484219,"Oxygen Amino Compounds","2922"
1.2885245805,1.3399408018,1.2907909536,1.3197030441,1.3408475129,1.0400318038,0.8885844291,0.9412370531,0.9804958804,0.8000623733,0.8222480061,1.2008193397,0.9485590492,0.8597632913,0.8670100866,0.6499697149,0.8967204751,0.7748897365,0.663326898,0.7055356729,0.6985431182,0.7268715446,0.6760154347,0.6597518648,0.363743558,0.373143661,"Quaternary Ammonium Salts and Hydroxides","2923"
0.7886807597,0.7958409491,0.8162928787,1.2792103721,1.2921297716,1.0967757533,0.6553096206,0.6530550855,0.5486609999,0.6410735802,0.5344901453,0.6661125156,0.4951711592,0.6195000375,0.5396013129,0.5447777748,0.3319069992,0.722805793,0.6359742838,0.7833944529,0.593276801,0.4227093819,0.4029037124,0.6389367387,1.0617708626,1.0389241339,"Carboxyamide Compounds","2924"
0.9886172756,1.009072284,0.907900999,1.1414971215,0.9237113319,1.2154301454,1.2472263609,1.412726332,1.4824135142,1.4903318846,1.3462638243,1.4615815461,1.1955869679,1.1456032237,1.2117617694,1.180008232,1.0435070918,1.2915333046,1.2613620532,1.4110596972,1.5724138493,1.5629425899,1.2638912563,1.2486466807,1.3413826637,1.3631653805,"Carboxyimide Compounds","2925"
0.5154365253,0.6282046519,0.7333771255,0.674449065,0.5534219619,0.838672637,0.9080857265,0.9342900726,1.0377300408,1.0887925347,1.0482825908,1.1165463167,1.1279760407,0.9733332034,1.3104402531,1.1661854198,1.1191661167,0.8577736536,0.9812094685,1.0075885035,0.8850132526,0.8886577504,0.9095643314,1.011005897,0.9631900144,1.1180198572,"Nitrile Compounds","2926"
,,,,,,,,,,,,,,1.1157329912,0.7366296826,0.7835440768,0.4398393983,0.4115356644,0.8756618509,0.9488437484,0.9411635618,1.0019024882,0.9768224015,0.9634264366,1.0210421776,"Diazo, Azo or Aoxy Compounds","2927"
