"hs","weight","naics","naics_original"
"030784",0.0133333333333333,"114112","114112"
"030787",0.0133333333333333,"114112","114112"
"030788",0.0133333333333333,"114112","114112"
"030789",0.0133333333333333,"114112","114112"
"030791",0.0133333333333333,"114112","114112"
"030792",0.0133333333333333,"114112","114112"
"030799",0.0133333333333333,"114112","114112"
"030811",0.0133333333333333,"114112","114112"
"030812",0.0133333333333333,"114112","114112"
"030819",0.0133333333333333,"114112","114112"
"030821",0.0133333333333333,"114112","114112"
"030822",0.0133333333333333,"114112","114112"
"030829",0.0133333333333333,"114112","114112"
"030830",0.0133333333333333,"114112","114112"
"030890",0.0133333333333333,"114112","114112"
"160510",0.0133333333333333,"114112","114112"
"160520",0.0133333333333333,"114112","114112"
"160521",0.0133333333333333,"114112","114112"
"160529",0.0133333333333333,"114112","114112"
"160530",0.0133333333333333,"114112","114112"
"160556",0.0133333333333333,"114112","114112"
"160590",0.0133333333333333,"114112","114112"
"030510",0.0181818181818182,"311710","311710"
"030520",0.0181818181818182,"311710","311710"
"030531",0.0181818181818182,"311710","311710"
"030532",0.0181818181818182,"311710","311710"
"030539",0.0181818181818182,"311710","311710"
"030541",0.0181818181818182,"311710","311710"
"030542",0.0181818181818182,"311710","311710"
"030543",0.0181818181818182,"311710","311710"
"030544",0.0181818181818182,"311710","311710"
"030549",0.0181818181818182,"311710","311710"
"030551",0.0181818181818182,"311710","311710"
"030552",0.0181818181818182,"311710","311710"
"030553",0.0181818181818182,"311710","311710"
"030554",0.0181818181818182,"311710","311710"
"030559",0.0181818181818182,"311710","311710"
"030561",0.0181818181818182,"311710","311710"
"030562",0.0181818181818182,"311710","311710"
"030563",0.0181818181818182,"311710","311710"
"030564",0.0181818181818182,"311710","311710"
"030569",0.0181818181818182,"311710","311710"
"030571",0.0181818181818182,"311710","311710"
"030572",0.0181818181818182,"311710","311710"
"030579",0.0181818181818182,"311710","311710"
"160300",0.0181818181818182,"311710","311710"
"160411",0.0181818181818182,"311710","311710"
"160412",0.0181818181818182,"311710","311710"
"160413",0.0181818181818182,"311710","311710"
"160414",0.0181818181818182,"311710","311710"
"160415",0.0181818181818182,"311710","311710"
"160416",0.0181818181818182,"311710","311710"
"160417",0.0181818181818182,"311710","311710"
"160418",0.0181818181818182,"311710","311710"
"160419",0.0181818181818182,"311710","311710"
"160420",0.0181818181818182,"311710","311710"
"160431",0.0181818181818182,"311710","311710"
"160432",0.0181818181818182,"311710","311710"
"160510",0.0181818181818182,"311710","311710"
"160521",0.0181818181818182,"311710","311710"
"160529",0.0181818181818182,"311710","311710"
"160530",0.0181818181818182,"311710","311710"
"160540",0.0181818181818182,"311710","311710"
"160551",0.0181818181818182,"311710","311710"
"160552",0.0181818181818182,"311710","311710"
"160553",0.0181818181818182,"311710","311710"
"160554",0.0181818181818182,"311710","311710"
"160555",0.0181818181818182,"311710","311710"
"160556",0.0181818181818182,"311710","311710"
"160557",0.0181818181818182,"311710","311710"
"160558",0.0181818181818182,"311710","311710"
"160559",0.0181818181818182,"311710","311710"
"160561",0.0181818181818182,"311710","311710"
"160562",0.0181818181818182,"311710","311710"
"160563",0.0181818181818182,"311710","311710"
"160569",0.0181818181818182,"311710","311710"
"210410",0.0181818181818182,"311710","311710"
"030211",0.00526315789473684,"114111","114111"
"030212",0.00526315789473684,"114111","114111"
"030213",0.00526315789473684,"114111","114111"
"030214",0.00526315789473684,"114111","114111"
"030219",0.00526315789473684,"114111","114111"
"030221",0.00526315789473684,"114111","114111"
"030222",0.00526315789473684,"114111","114111"
"030223",0.00526315789473684,"114111","114111"
"030224",0.00526315789473684,"114111","114111"
"030229",0.00526315789473684,"114111","114111"
"030231",0.00526315789473684,"114111","114111"
"030232",0.00526315789473684,"114111","114111"
"030233",0.00526315789473684,"114111","114111"
"030234",0.00526315789473684,"114111","114111"
"030235",0.00526315789473684,"114111","114111"
"030236",0.00526315789473684,"114111","114111"
"030239",0.00526315789473684,"114111","114111"
"030240",0.00526315789473684,"114111","114111"
"030241",0.00526315789473684,"114111","114111"
"030242",0.00526315789473684,"114111","114111"
"030243",0.00526315789473684,"114111","114111"
"030244",0.00526315789473684,"114111","114111"
"030245",0.00526315789473684,"114111","114111"
"030246",0.00526315789473684,"114111","114111"
"030247",0.00526315789473684,"114111","114111"
"030249",0.00526315789473684,"114111","114111"
"030250",0.00526315789473684,"114111","114111"
"030251",0.00526315789473684,"114111","114111"
"030252",0.00526315789473684,"114111","114111"
"030253",0.00526315789473684,"114111","114111"
"030254",0.00526315789473684,"114111","114111"
"030255",0.00526315789473684,"114111","114111"
"030256",0.00526315789473684,"114111","114111"
"030259",0.00526315789473684,"114111","114111"
"030261",0.00526315789473684,"114111","114111"
"030262",0.00526315789473684,"114111","114111"
"030263",0.00526315789473684,"114111","114111"
"030264",0.00526315789473684,"114111","114111"
"030265",0.00526315789473684,"114111","114111"
"030266",0.00526315789473684,"114111","114111"
"030267",0.00526315789473684,"114111","114111"
"030268",0.00526315789473684,"114111","114111"
"030269",0.00526315789473684,"114111","114111"
"030270",0.00526315789473684,"114111","114111"
"030271",0.00526315789473684,"114111","114111"
"030272",0.00526315789473684,"114111","114111"
"030273",0.00526315789473684,"114111","114111"
"030274",0.00526315789473684,"114111","114111"
"030279",0.00526315789473684,"114111","114111"
"030281",0.00526315789473684,"114111","114111"
"030282",0.00526315789473684,"114111","114111"
"030283",0.00526315789473684,"114111","114111"
"030284",0.00526315789473684,"114111","114111"
"030285",0.00526315789473684,"114111","114111"
"030289",0.00526315789473684,"114111","114111"
"030290",0.00526315789473684,"114111","114111"
"030291",0.00526315789473684,"114111","114111"
"030292",0.00526315789473684,"114111","114111"
"030299",0.00526315789473684,"114111","114111"
"030310",0.00526315789473684,"114111","114111"
"030311",0.00526315789473684,"114111","114111"
"030312",0.00526315789473684,"114111","114111"
"030313",0.00526315789473684,"114111","114111"
"030314",0.00526315789473684,"114111","114111"
"030319",0.00526315789473684,"114111","114111"
"030321",0.00526315789473684,"114111","114111"
"030322",0.00526315789473684,"114111","114111"
"030323",0.00526315789473684,"114111","114111"
"030324",0.00526315789473684,"114111","114111"
"030325",0.00526315789473684,"114111","114111"
"030326",0.00526315789473684,"114111","114111"
"030329",0.00526315789473684,"114111","114111"
"030331",0.00526315789473684,"114111","114111"
"030332",0.00526315789473684,"114111","114111"
"030333",0.00526315789473684,"114111","114111"
"030334",0.00526315789473684,"114111","114111"
"030339",0.00526315789473684,"114111","114111"
"030341",0.00526315789473684,"114111","114111"
"030342",0.00526315789473684,"114111","114111"
"030343",0.00526315789473684,"114111","114111"
"030344",0.00526315789473684,"114111","114111"
"030345",0.00526315789473684,"114111","114111"
"030346",0.00526315789473684,"114111","114111"
"030349",0.00526315789473684,"114111","114111"
"030350",0.00526315789473684,"114111","114111"
"030351",0.00526315789473684,"114111","114111"
"030352",0.00526315789473684,"114111","114111"
"030353",0.00526315789473684,"114111","114111"
"030354",0.00526315789473684,"114111","114111"
"030355",0.00526315789473684,"114111","114111"
"030356",0.00526315789473684,"114111","114111"
"030357",0.00526315789473684,"114111","114111"
"030359",0.00526315789473684,"114111","114111"
"030360",0.00526315789473684,"114111","114111"
"030361",0.00526315789473684,"114111","114111"
"030362",0.00526315789473684,"114111","114111"
"030363",0.00526315789473684,"114111","114111"
"030364",0.00526315789473684,"114111","114111"
"030365",0.00526315789473684,"114111","114111"
"030366",0.00526315789473684,"114111","114111"
"030367",0.00526315789473684,"114111","114111"
"030368",0.00526315789473684,"114111","114111"
"030369",0.00526315789473684,"114111","114111"
"030371",0.00526315789473684,"114111","114111"
"030372",0.00526315789473684,"114111","114111"
"030373",0.00526315789473684,"114111","114111"
"030374",0.00526315789473684,"114111","114111"
"030375",0.00526315789473684,"114111","114111"
"030376",0.00526315789473684,"114111","114111"
"030377",0.00526315789473684,"114111","114111"
"030378",0.00526315789473684,"114111","114111"
"030379",0.00526315789473684,"114111","114111"
"030380",0.00526315789473684,"114111","114111"
"030381",0.00526315789473684,"114111","114111"
"030382",0.00526315789473684,"114111","114111"
"030383",0.00526315789473684,"114111","114111"
"030384",0.00526315789473684,"114111","114111"
"030389",0.00526315789473684,"114111","114111"
"030390",0.00526315789473684,"114111","114111"
"030391",0.00526315789473684,"114111","114111"
"030392",0.00526315789473684,"114111","114111"
"030399",0.00526315789473684,"114111","114111"
"030410",0.00526315789473684,"114111","114111"
"030411",0.00526315789473684,"114111","114111"
"030412",0.00526315789473684,"114111","114111"
"030419",0.00526315789473684,"114111","114111"
"030420",0.00526315789473684,"114111","114111"
"030421",0.00526315789473684,"114111","114111"
"030422",0.00526315789473684,"114111","114111"
"030429",0.00526315789473684,"114111","114111"
"030431",0.00526315789473684,"114111","114111"
"030432",0.00526315789473684,"114111","114111"
"030433",0.00526315789473684,"114111","114111"
"030439",0.00526315789473684,"114111","114111"
"030441",0.00526315789473684,"114111","114111"
"030442",0.00526315789473684,"114111","114111"
"030443",0.00526315789473684,"114111","114111"
"030444",0.00526315789473684,"114111","114111"
"030445",0.00526315789473684,"114111","114111"
"030446",0.00526315789473684,"114111","114111"
"030447",0.00526315789473684,"114111","114111"
"030448",0.00526315789473684,"114111","114111"
"030449",0.00526315789473684,"114111","114111"
"030451",0.00526315789473684,"114111","114111"
"030452",0.00526315789473684,"114111","114111"
"030453",0.00526315789473684,"114111","114111"
"030454",0.00526315789473684,"114111","114111"
"030455",0.00526315789473684,"114111","114111"
"030456",0.00526315789473684,"114111","114111"
"030457",0.00526315789473684,"114111","114111"
"030459",0.00526315789473684,"114111","114111"
"030461",0.00526315789473684,"114111","114111"
"030462",0.00526315789473684,"114111","114111"
"030463",0.00526315789473684,"114111","114111"
"030469",0.00526315789473684,"114111","114111"
"030471",0.00526315789473684,"114111","114111"
"030472",0.00526315789473684,"114111","114111"
"030473",0.00526315789473684,"114111","114111"
"030474",0.00526315789473684,"114111","114111"
"030475",0.00526315789473684,"114111","114111"
"030479",0.00526315789473684,"114111","114111"
"030481",0.00526315789473684,"114111","114111"
"030482",0.00526315789473684,"114111","114111"
"030483",0.00526315789473684,"114111","114111"
"030484",0.00526315789473684,"114111","114111"
"030485",0.00526315789473684,"114111","114111"
"030486",0.00526315789473684,"114111","114111"
"030487",0.00526315789473684,"114111","114111"
"030488",0.00526315789473684,"114111","114111"
"030489",0.00526315789473684,"114111","114111"
"030490",0.00526315789473684,"114111","114111"
"030491",0.00526315789473684,"114111","114111"
"030492",0.00526315789473684,"114111","114111"
"030493",0.00526315789473684,"114111","114111"
"030494",0.00526315789473684,"114111","114111"
"030495",0.00526315789473684,"114111","114111"
"030496",0.00526315789473684,"114111","114111"
"030497",0.00526315789473684,"114111","114111"
"030499",0.00526315789473684,"114111","114111"
"030615",0.00526315789473684,"114111","114111"
"030619",0.00526315789473684,"114111","114111"
"150410",0.00526315789473684,"114111","114111"
"150420",0.00526315789473684,"114111","114111"
"150430",0.00526315789473684,"114111","114111"
"160417",0.00526315789473684,"114111","114111"
"160419",0.00526315789473684,"114111","114111"
"160420",0.00526315789473684,"114111","114111"
"160520",0.00526315789473684,"114111","114111"
"160521",0.00526315789473684,"114111","114111"
"230120",0.00526315789473684,"114111","114111"
NA,NA,"2111","211130"
NA,NA,"2111","211120"
"040210",0.0625,"311514","311514"
"040221",0.0625,"311514","311514"
"040229",0.0625,"311514","311514"
"040291",0.0625,"311514","311514"
"040299",0.0625,"311514","311514"
"040390",0.0625,"311514","311514"
"040410",0.0625,"311514","311514"
"040490",0.0625,"311514","311514"
"170210",0.0625,"311514","311514"
"170211",0.0625,"311514","311514"
"170219",0.0625,"311514","311514"
"190110",0.0625,"311514","311514"
"190190",0.0625,"311514","311514"
"210690",0.0625,"311514","311514"
"350110",0.0625,"311514","311514"
"350220",0.0625,"311514","311514"
"040410",0.142857142857143,"311513","311513"
"040610",0.142857142857143,"311513","311513"
"040620",0.142857142857143,"311513","311513"
"040630",0.142857142857143,"311513","311513"
"040640",0.142857142857143,"311513","311513"
"040690",0.142857142857143,"311513","311513"
"190190",0.142857142857143,"311513","311513"
"200811",0.5,"311911","311911"
"200819",0.5,"311911","311911"
"071210",0.5,"311991","311991"
"190230",0.5,"311991","311991"
"071110",0.0140845070422535,"311421","311421"
"071120",0.0140845070422535,"311421","311421"
"071130",0.0140845070422535,"311421","311421"
"071140",0.0140845070422535,"311421","311421"
"071151",0.0140845070422535,"311421","311421"
"071159",0.0140845070422535,"311421","311421"
"071190",0.0140845070422535,"311421","311421"
"081210",0.0140845070422535,"311421","311421"
"081220",0.0140845070422535,"311421","311421"
"081290",0.0140845070422535,"311421","311421"
"121120",0.0140845070422535,"311421","311421"
"121190",0.0140845070422535,"311421","311421"
"200110",0.0140845070422535,"311421","311421"
"200120",0.0140845070422535,"311421","311421"
"200190",0.0140845070422535,"311421","311421"
"200210",0.0140845070422535,"311421","311421"
"200290",0.0140845070422535,"311421","311421"
"200310",0.0140845070422535,"311421","311421"
"200320",0.0140845070422535,"311421","311421"
"200390",0.0140845070422535,"311421","311421"
"200520",0.0140845070422535,"311421","311421"
"200530",0.0140845070422535,"311421","311421"
"200540",0.0140845070422535,"311421","311421"
"200551",0.0140845070422535,"311421","311421"
"200559",0.0140845070422535,"311421","311421"
"200560",0.0140845070422535,"311421","311421"
"200570",0.0140845070422535,"311421","311421"
"200580",0.0140845070422535,"311421","311421"
"200590",0.0140845070422535,"311421","311421"
"200591",0.0140845070422535,"311421","311421"
"200599",0.0140845070422535,"311421","311421"
"200791",0.0140845070422535,"311421","311421"
"200799",0.0140845070422535,"311421","311421"
"200820",0.0140845070422535,"311421","311421"
"200830",0.0140845070422535,"311421","311421"
"200840",0.0140845070422535,"311421","311421"
"200850",0.0140845070422535,"311421","311421"
"200860",0.0140845070422535,"311421","311421"
"200870",0.0140845070422535,"311421","311421"
"200880",0.0140845070422535,"311421","311421"
"200891",0.0140845070422535,"311421","311421"
"200892",0.0140845070422535,"311421","311421"
"200893",0.0140845070422535,"311421","311421"
"200897",0.0140845070422535,"311421","311421"
"200899",0.0140845070422535,"311421","311421"
"200912",0.0140845070422535,"311421","311421"
"200919",0.0140845070422535,"311421","311421"
"200920",0.0140845070422535,"311421","311421"
"200921",0.0140845070422535,"311421","311421"
"200929",0.0140845070422535,"311421","311421"
"200930",0.0140845070422535,"311421","311421"
"200931",0.0140845070422535,"311421","311421"
"200939",0.0140845070422535,"311421","311421"
"200940",0.0140845070422535,"311421","311421"
"200941",0.0140845070422535,"311421","311421"
"200949",0.0140845070422535,"311421","311421"
"200950",0.0140845070422535,"311421","311421"
"200960",0.0140845070422535,"311421","311421"
"200961",0.0140845070422535,"311421","311421"
"200969",0.0140845070422535,"311421","311421"
"200970",0.0140845070422535,"311421","311421"
"200971",0.0140845070422535,"311421","311421"
"200979",0.0140845070422535,"311421","311421"
"200980",0.0140845070422535,"311421","311421"
"200981",0.0140845070422535,"311421","311421"
"200989",0.0140845070422535,"311421","311421"
"200990",0.0140845070422535,"311421","311421"
"210320",0.0140845070422535,"311421","311421"
"210390",0.0140845070422535,"311421","311421"
"220290",0.0140845070422535,"311421","311421"
"220299",0.0140845070422535,"311421","311421"
"040500",0.25,"311512","311512"
"040510",0.25,"311512","311512"
"040520",0.25,"311512","311512"
"040590",0.25,"311512","311512"
"210310",0.25,"311941","311941"
"210330",0.25,"311941","311941"
"210390",0.25,"311941","311941"
"220900",0.25,"311941","311941"
"071220",0.0227272727272727,"311942","311942"
"071290",0.0227272727272727,"311942","311942"
"090411",0.0227272727272727,"311942","311942"
"090412",0.0227272727272727,"311942","311942"
"090420",0.0227272727272727,"311942","311942"
"090421",0.0227272727272727,"311942","311942"
"090422",0.0227272727272727,"311942","311942"
"090620",0.0227272727272727,"311942","311942"
"090700",0.0227272727272727,"311942","311942"
"090710",0.0227272727272727,"311942","311942"
"090720",0.0227272727272727,"311942","311942"
"090810",0.0227272727272727,"311942","311942"
"090811",0.0227272727272727,"311942","311942"
"090812",0.0227272727272727,"311942","311942"
"090820",0.0227272727272727,"311942","311942"
"090821",0.0227272727272727,"311942","311942"
"090822",0.0227272727272727,"311942","311942"
"090830",0.0227272727272727,"311942","311942"
"090831",0.0227272727272727,"311942","311942"
"090832",0.0227272727272727,"311942","311942"
"090910",0.0227272727272727,"311942","311942"
"090920",0.0227272727272727,"311942","311942"
"090921",0.0227272727272727,"311942","311942"
"090922",0.0227272727272727,"311942","311942"
"090930",0.0227272727272727,"311942","311942"
"090931",0.0227272727272727,"311942","311942"
"090932",0.0227272727272727,"311942","311942"
"090940",0.0227272727272727,"311942","311942"
"090950",0.0227272727272727,"311942","311942"
"090961",0.0227272727272727,"311942","311942"
"090962",0.0227272727272727,"311942","311942"
"091010",0.0227272727272727,"311942","311942"
"091011",0.0227272727272727,"311942","311942"
"091012",0.0227272727272727,"311942","311942"
"091020",0.0227272727272727,"311942","311942"
"091030",0.0227272727272727,"311942","311942"
"091040",0.0227272727272727,"311942","311942"
"091050",0.0227272727272727,"311942","311942"
"091091",0.0227272727272727,"311942","311942"
"091099",0.0227272727272727,"311942","311942"
"130213",0.0227272727272727,"311942","311942"
"190190",0.0227272727272727,"311942","311942"
"210330",0.0227272727272727,"311942","311942"
"210390",0.0227272727272727,"311942","311942"
"130213",0.25,"311930","311930"
"190190",0.25,"311930","311930"
"210690",0.25,"311930","311930"
"220890",0.25,"311930","311930"
"071220",0.0344827586206897,"311423","311423"
"071230",0.0344827586206897,"311423","311423"
"071231",0.0344827586206897,"311423","311423"
"071232",0.0344827586206897,"311423","311423"
"071233",0.0344827586206897,"311423","311423"
"071239",0.0344827586206897,"311423","311423"
"071290",0.0344827586206897,"311423","311423"
"071430",0.0344827586206897,"311423","311423"
"071440",0.0344827586206897,"311423","311423"
"071450",0.0344827586206897,"311423","311423"
"071490",0.0344827586206897,"311423","311423"
"080300",0.0344827586206897,"311423","311423"
"080310",0.0344827586206897,"311423","311423"
"080390",0.0344827586206897,"311423","311423"
"080450",0.0344827586206897,"311423","311423"
"080620",0.0344827586206897,"311423","311423"
"081310",0.0344827586206897,"311423","311423"
"081320",0.0344827586206897,"311423","311423"
"081330",0.0344827586206897,"311423","311423"
"081340",0.0344827586206897,"311423","311423"
"081350",0.0344827586206897,"311423","311423"
"081400",0.0344827586206897,"311423","311423"
"110520",0.0344827586206897,"311423","311423"
"110620",0.0344827586206897,"311423","311423"
"110630",0.0344827586206897,"311423","311423"
"200290",0.0344827586206897,"311423","311423"
"200520",0.0344827586206897,"311423","311423"
"230250",0.0344827586206897,"311423","311423"
"230800",0.0344827586206897,"311423","311423"
"040700",0.027027027027027,"311999","311999"
"040721",0.027027027027027,"311999","311999"
"040729",0.027027027027027,"311999","311999"
"040790",0.027027027027027,"311999","311999"
"040811",0.027027027027027,"311999","311999"
"040819",0.027027027027027,"311999","311999"
"040891",0.027027027027027,"311999","311999"
"040899",0.027027027027027,"311999","311999"
"080111",0.027027027027027,"311999","311999"
"100590",0.027027027027027,"311999","311999"
"130220",0.027027027027027,"311999","311999"
"130232",0.027027027027027,"311999","311999"
"130239",0.027027027027027,"311999","311999"
"160210",0.027027027027027,"311999","311999"
"190190",0.027027027027027,"311999","311999"
"190211",0.027027027027027,"311999","311999"
"190219",0.027027027027027,"311999","311999"
"190220",0.027027027027027,"311999","311999"
"190230",0.027027027027027,"311999","311999"
"190240",0.027027027027027,"311999","311999"
"190430",0.027027027027027,"311999","311999"
"190490",0.027027027027027,"311999","311999"
"190590",0.027027027027027,"311999","311999"
"200510",0.027027027027027,"311999","311999"
"200710",0.027027027027027,"311999","311999"
"200819",0.027027027027027,"311999","311999"
"210210",0.027027027027027,"311999","311999"
"210220",0.027027027027027,"311999","311999"
"210230",0.027027027027027,"311999","311999"
"210390",0.027027027027027,"311999","311999"
"210410",0.027027027027027,"311999","311999"
"210420",0.027027027027027,"311999","311999"
"210690",0.027027027027027,"311999","311999"
"220900",0.027027027027027,"311999","311999"
"350210",0.027027027027027,"311999","311999"
"350211",0.027027027027027,"311999","311999"
"350219",0.027027027027027,"311999","311999"
"210500",1,"311520","311520"
"040110",0.111111111111111,"311511","311511"
"040120",0.111111111111111,"311511","311511"
"040130",0.111111111111111,"311511","311511"
"040140",0.111111111111111,"311511","311511"
"040150",0.111111111111111,"311511","311511"
"040310",0.111111111111111,"311511","311511"
"040390",0.111111111111111,"311511","311511"
"220290",0.111111111111111,"311511","311511"
"220299",0.111111111111111,"311511","311511"
"090112",0.0555555555555556,"311920","311920"
"090121",0.0555555555555556,"311920","311920"
"090122",0.0555555555555556,"311920","311920"
"090130",0.0555555555555556,"311920","311920"
"090140",0.0555555555555556,"311920","311920"
"090190",0.0555555555555556,"311920","311920"
"090210",0.0555555555555556,"311920","311920"
"090220",0.0555555555555556,"311920","311920"
"090230",0.0555555555555556,"311920","311920"
"090240",0.0555555555555556,"311920","311920"
"090300",0.0555555555555556,"311920","311920"
"121190",0.0555555555555556,"311920","311920"
"210110",0.0555555555555556,"311920","311920"
"210111",0.0555555555555556,"311920","311920"
"210112",0.0555555555555556,"311920","311920"
"210120",0.0555555555555556,"311920","311920"
"210130",0.0555555555555556,"311920","311920"
"210690",0.0555555555555556,"311920","311920"
"160290",0.5,"311612","311612"
"391710",0.5,"311612","311612"
"071010",0.0263157894736842,"311411","311411"
"071021",0.0263157894736842,"311411","311411"
"071022",0.0263157894736842,"311411","311411"
"071029",0.0263157894736842,"311411","311411"
"071030",0.0263157894736842,"311411","311411"
"071040",0.0263157894736842,"311411","311411"
"071080",0.0263157894736842,"311411","311411"
"071090",0.0263157894736842,"311411","311411"
"071420",0.0263157894736842,"311411","311411"
"071430",0.0263157894736842,"311411","311411"
"071440",0.0263157894736842,"311411","311411"
"071450",0.0263157894736842,"311411","311411"
"071490",0.0263157894736842,"311411","311411"
"081110",0.0263157894736842,"311411","311411"
"081120",0.0263157894736842,"311411","311411"
"081190",0.0263157894736842,"311411","311411"
"200410",0.0263157894736842,"311411","311411"
"200490",0.0263157894736842,"311411","311411"
"200899",0.0263157894736842,"311411","311411"
"200911",0.0263157894736842,"311411","311411"
"200920",0.0263157894736842,"311411","311411"
"200921",0.0263157894736842,"311411","311411"
"200929",0.0263157894736842,"311411","311411"
"200930",0.0263157894736842,"311411","311411"
"200931",0.0263157894736842,"311411","311411"
"200939",0.0263157894736842,"311411","311411"
"200940",0.0263157894736842,"311411","311411"
"200941",0.0263157894736842,"311411","311411"
"200949",0.0263157894736842,"311411","311411"
"200960",0.0263157894736842,"311411","311411"
"200961",0.0263157894736842,"311411","311411"
"200969",0.0263157894736842,"311411","311411"
"200970",0.0263157894736842,"311411","311411"
"200971",0.0263157894736842,"311411","311411"
"200979",0.0263157894736842,"311411","311411"
"210690",0.0263157894736842,"311411","311411"
"230800",0.0263157894736842,"311411","311411"
"230890",0.0263157894736842,"311411","311411"
"190220",0.333333333333333,"311412","311412"
"190230",0.333333333333333,"311412","311412"
"190590",0.333333333333333,"311412","311412"
"190120",0.25,"311824","311824"
"190211",0.25,"311824","311824"
"190219",0.25,"311824","311824"
"190240",0.25,"311824","311824"
"160210",0.125,"311422","311422"
"190220",0.125,"311422","311422"
"190230",0.125,"311422","311422"
"200510",0.125,"311422","311422"
"200551",0.125,"311422","311422"
"200710",0.125,"311422","311422"
"210410",0.125,"311422","311422"
"210420",0.125,"311422","311422"
"050590",0.0769230769230769,"311613","311613"
"051191",0.0769230769230769,"311613","311613"
"051199",0.0769230769230769,"311613","311613"
"150100",0.0769230769230769,"311613","311613"
"150120",0.0769230769230769,"311613","311613"
"150190",0.0769230769230769,"311613","311613"
"150200",0.0769230769230769,"311613","311613"
"150210",0.0769230769230769,"311613","311613"
"150290",0.0769230769230769,"311613","311613"
"150300",0.0769230769230769,"311613","311613"
"150600",0.0769230769230769,"311613","311613"
"151800",0.0769230769230769,"311613","311613"
"230110",0.0769230769230769,"311613","311613"
"020710",0.0212765957446809,"311615","311615"
"020711",0.0212765957446809,"311615","311615"
"020712",0.0212765957446809,"311615","311615"
"020713",0.0212765957446809,"311615","311615"
"020714",0.0212765957446809,"311615","311615"
"020721",0.0212765957446809,"311615","311615"
"020722",0.0212765957446809,"311615","311615"
"020723",0.0212765957446809,"311615","311615"
"020724",0.0212765957446809,"311615","311615"
"020725",0.0212765957446809,"311615","311615"
"020726",0.0212765957446809,"311615","311615"
"020727",0.0212765957446809,"311615","311615"
"020731",0.0212765957446809,"311615","311615"
"020732",0.0212765957446809,"311615","311615"
"020733",0.0212765957446809,"311615","311615"
"020734",0.0212765957446809,"311615","311615"
"020735",0.0212765957446809,"311615","311615"
"020736",0.0212765957446809,"311615","311615"
"020739",0.0212765957446809,"311615","311615"
"020741",0.0212765957446809,"311615","311615"
"020742",0.0212765957446809,"311615","311615"
"020743",0.0212765957446809,"311615","311615"
"020744",0.0212765957446809,"311615","311615"
"020745",0.0212765957446809,"311615","311615"
"020750",0.0212765957446809,"311615","311615"
"020751",0.0212765957446809,"311615","311615"
"020752",0.0212765957446809,"311615","311615"
"020753",0.0212765957446809,"311615","311615"
