variable,division,seccion,ciiu_nombre,pci,cog,distance,rca,log_empleo_mx
06-X01,Extracción de petróleo crudo y gas natural,Explotación de minas y canteras,Extracción de gas natural (extracción de gas natural asociado)/-/Extracción de petróleo crudo (extracción de petróleo crudo asociado),-4.9234158789078775,-4.622802668204207,0.9333942361913172,0.0,9.629774129311743
10-X01,Elaboración de productos alimenticios,Industrias manufactureras,"Elaboración de comidas y platos preparados (elaboración de guisos congelados)/-/Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares (elaboración de pastas congeladas)",1.539049765922791,0.6005242816302929,0.8179409495354271,0.0236113795499317,12.838250926266811
1010,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración y conservación de carne (elaboración de carnes congeladas preparadas),0.074413432551381,0.2676317493653644,0.9935293030642732,0.6927395793181065,12.566484598145815
1073,Elaboración de productos alimenticios,Industrias manufactureras,"Elaboración de cacao y chocolate y de productos de confitería (elaboración de chicles, bombones, chiclosos, caramelos macizos, fruta cristalizada, confitada y glaseada)",1.2241326139626834,0.5160761751075663,0.974624215035288,0.3945064599533357,13.050050715792702
1080,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración de alimentos preparados para animales ,-0.0777311435992578,0.2088994713999079,0.98899872678253,0.8497069278175695,12.120748934539895
1102,Elaboración de bebidas,Industrias manufactureras,Elaboración de vinos (elaboración de pulque),4.452701494953877,1.683083686379635,0.9700936387535448,0.0607165857023298,9.85087760226383
1610,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras,"Aserrado y acepilladura de madera (producción de trozas, astillas y rajas de madera)",-1.4566414408287696,-0.3887337405196333,0.9800986613757277,0.940824434200343,10.89315884921027
1622,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras,Fabricación de partes y piezas de carpintería para edificios y construcciones (fabricación de productos de madera para la construcción en aserraderos integrados),-0.3218684026460222,-0.0395002787735113,0.9110637601216116,0.0618479777856602,12.083662044188678
17-X01,Fabricación de papel y de productos de papel,Industrias manufactureras,"Fabricación de papel y cartón ondulado y de envases de papel y cartón (fabricación de envases de papel en plantas integradas)/-/Fabricación de pasta de madera, papel y cartón (fabricación de pulpa)/-/Fabricación de otros artículos de papel y cartón (fabricación de productos de papel en plantas integradas)",1.844277806290612,0.6532508611808179,0.752555025412126,0.8127618392630589,13.762346040245632
1812,Impresión y reproducción de grabaciones,Industrias manufactureras,Actividades de servicios relacionadas con la impresión ,-0.1313215089248676,0.0537838699488993,0.9755680850939844,0.5790422658485446,11.803615508936314
2012,Fabricación de sustancias y productos químicos,Industrias manufactureras,Fabricación de abonos y compuestos de nitrógeno (fabricación de cloruro amónico),1.8779319757974,0.8601357660990742,0.9788636031522564,0.7196574899563136,11.703190389518493
2029,Fabricación de sustancias y productos químicos,Industrias manufactureras,Fabricación de otros productos químicos n.c.p. (fabricación de materiales sintéticos para perfumes y cosméticos),0.5679007590797953,0.4810509617390688,0.9964490077791742,0.707018091020001,12.516241240407291
25-X01,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",Industrias manufactureras,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería (fabricación de herramientas de mano sin motor)/-/Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción (fabricación de tractores de oruga, máquinas para movimiento de tierra, bulldozers y mezcladoras de concreto)/-/Fabricación de otras bombas, compresores, grifos y válvulas (fabricación de grifos y válvulas industriales)/-/Fabricación de partes, piezas y accesorios para vehículos automotores (fabricación de quinta rueda)/-/Fabricación de vehículos automotores (fabricación de motores diésel)/-/Fabricación de herramientas de mano motorizadas (fabricación de equipo con motor para la jardinería)/-/Fabricación de equipo de elevación y manipulación (fabricación de gatos mecánicos)/-/Fabricación de maquinaria agropecuaria y forestal (fabricación de podadoras de pasto sin motor)/-/Fabricación de otros tipos de equipo de transporte n.c.p. (fabricación de carritos de alambre para supermercado)",1.6452666339327529,0.5857159986768389,0.9187433320802204,0.1335485050320586,14.848418846588048
2591,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",Industrias manufactureras,"Forja, prensado, estampado y laminado de metales; pulvimetalurgia (fabricación de productos forjados y estampados, y de productos mediante pulvimetalurgia)",2.2613971862640305,0.7123932726147613,0.9654671948854476,0.0795109288640808,12.510486458457498
26-X01,"Fabricación de productos de informática, de electrónica y de óptica",Industrias manufactureras,"Fabricación de relojes (excepto fabricación de parquímetros)/-/Fabricación de equipo de medición, prueba, navegación y control (fabricación de básculas y balanzas de laboratorio y de uso industrial)",1.856772836983906,0.8525663188842831,0.969997771167191,0.0010968365668076,12.970998480345193
2610,"Fabricación de productos de informática, de electrónica y de óptica",Industrias manufactureras,Fabricación de componentes y tableros electrónicos ,2.248325390246715,0.7997217312589802,0.9353685902670376,0.1129243719583959,12.296548431186713
2620,"Fabricación de productos de informática, de electrónica y de óptica",Industrias manufactureras,Fabricación de ordenadores (computadoras) y equipo periférico ,2.770379062094644,0.8417443245718176,0.9381702186883214,0.0,11.696063355140074
2710,Fabricación de equipo eléctrico,Industrias manufactureras,"Fabricación de motores, generadores y transformadores eléctricos y aparatos de distribución y control de la energía eléctrica (fabricación de transformadores para soldadura de arco)",4.662869043722084,1.9796498073466136,0.9786653517884126,0.3117147726246234,11.396852216793818
2740,Fabricación de equipo eléctrico,Industrias manufactureras,Fabricación de equipo eléctrico de iluminación (fabricación de focos),4.662869043722084,1.9796498073466136,0.9783503919399492,0.108724155889817,10.130782474972813
2750,Fabricación de equipo eléctrico,Industrias manufactureras,Fabricación de aparatos de uso doméstico (fabricación de enseres electrodomésticos menores),3.5387791551652583,1.4579214373377811,0.975921023468874,0.0476123650336842,12.630477263457733
2819,Fabricación de maquinaria y equipo n.c.p.,Industrias manufactureras,Fabricación de otros tipos de maquinaria de uso general (fabricación de cintas métricas),1.8445403846468305,0.9056887373525532,0.9941605905701976,0.0861327071197677,13.90248610097854
2829,Fabricación de maquinaria y equipo n.c.p.,Industrias manufactureras,Fabricación de otros tipos de maquinaria de uso especial (fabricación de maquinaria y equipo para la industrias del hule y del plástico),4.209007317729475,1.3250541981053496,0.9888686257744392,0.8002907611191501,10.565556777525211
3220,Otras industrias manufactureras,Industrias manufactureras,Fabricación de instrumentos de música ,1.7681923087114173,0.7923289573949188,0.9129877655222988,0.0,6.894670039433482
5210,Almacenamiento y actividades de apoyo al transporte,Transporte y almacenamiento,Almacenamiento y depósito (almacenes generales de depósito),1.858766362045631,0.8928251316623478,0.9851351520089324,0.3310168076390516,13.508373797678358
5223,Almacenamiento y actividades de apoyo al transporte,Transporte y almacenamiento,Actividades de servicios vinculadas al transporte aéreo (servicios a la navegación aérea),0.9936922174076026,1.1547678650285953,0.9800986613757277,0.0348222654294688,10.718763866329137
5510,Actividades de alojamiento,Actividades de alojamiento y de servicio de comidas,Actividades de alojamiento para estancias cortas (hoteles con otros servicios integrados),-1.9999255854567173,-0.6872338675103206,0.9700936387535448,0.0493511846184364,15.03987434588264
5520,Actividades de alojamiento,Actividades de alojamiento y de servicio de comidas,"Actividades de campamentos, parques de vehículos recreativos y parques de caravanas ",-1.2324707961514398,-0.3426102306148491,0.9060786434225516,0.0,8.765926513729443
6499,"Actividades de servicios financieros, excepto las de seguros y fondos de pensiones",Actividades financieras y de seguros,"Otras actividades de servicios financieros, excepto las de seguros y fondos de pensiones, n.c.p. (factoraje financiero)",-1.3203407329578265,-0.4915511852118094,0.9860790220676288,0.0216587829079145,13.260748720527456
7020,Actividades de oficinas principales; actividades de consultoría de gestión,"Actividades profesionales, científicas y técnicas","Actividades de consultoría de gestión (consultoría en administración estratégica, financiera, de recursos humanos, y de operaciones)",-0.3885778180136342,0.3187281304695861,0.9917883304893405,0.9714485791083692,15.172930280249453
