"ciiu","naics_2017","dest_digit","sitc2","sitc2_weights"
"01-X02","111335",5,"22380",0.0666666666666667
"01-X02","111335",5,"26591",0.0666666666666667
"01-X02","111334",2,"05",1
"01-X02","111334",3,"057",1
"01-X02","111334",4,"0579",1
"01-X02","111334",5,"05790",0.333333333333333
"01-X02","111334",5,"05794",0.333333333333333
"01-X02","111334",5,"05798",0.333333333333333
"01-X02","111333",2,"05",1
"01-X02","111333",3,"057",1
"01-X02","111333",4,"0579",1
"01-X02","111333",5,"05794",1
"01-X03","112990",2,"26",0.5
"01-X03","112990",2,"00",0.166666666666667
"01-X03","112990",2,"29",0.166666666666667
"01-X03","112990",2,"94",0.166666666666667
"01-X03","112990",3,"261",0.5
"01-X03","112990",3,"001",0.166666666666667
"01-X03","112990",3,"291",0.166666666666667
"01-X03","112990",3,"941",0.166666666666667
"01-X03","112990",4,"2614",0.333333333333333
"01-X03","112990",4,"0011",0.166666666666667
"01-X03","112990",4,"2613",0.166666666666667
"01-X03","112990",4,"2919",0.166666666666667
"01-X03","112990",4,"9410",0.166666666666667
"01-X03","112990",5,"00119",0.166666666666667
"01-X03","112990",5,"26130",0.166666666666667
"01-X03","112990",5,"26141",0.166666666666667
"01-X03","112990",5,"26142",0.166666666666667
"01-X03","112990",5,"29192",0.166666666666667
"01-X03","112990",5,"94100",0.166666666666667
"01-X04","111421",2,"29",1
"01-X04","111421",3,"292",1
"01-X04","111421",4,"2926",0.4
"01-X04","111421",4,"2920",0.2
"01-X04","111421",4,"2925",0.2
"01-X04","111421",4,"2927",0.2
"01-X04","111421",5,"29200",0.2
"01-X04","111421",5,"29250",0.2
"01-X04","111421",5,"29261",0.2
"01-X04","111421",5,"29269",0.2
"01-X04","111421",5,"29272",0.2
"0111","111150",2,"04",0.333333333333333
"0111","111150",2,"05",0.333333333333333
"0111","111150",2,"09",0.333333333333333
"0111","111150",3,"044",0.333333333333333
"0111","111150",3,"058",0.333333333333333
"0111","111150",3,"098",0.333333333333333
"0111","111150",4,"0440",0.333333333333333
"0111","111150",4,"0589",0.333333333333333
"0111","111150",4,"0980",0.333333333333333
"0111","111150",5,"04400",0.333333333333333
"0111","111150",5,"05891",0.333333333333333
"0111","111150",5,"09800",0.333333333333333
"0111","111120",2,"22",1
"0111","111120",3,"223",0.571428571428571
"0111","111120",3,"222",0.428571428571429
"0111","111120",4,"2224",0.142857142857143
"0111","111120",4,"2225",0.142857142857143
"0111","111120",4,"2226",0.142857142857143
"0111","111120",4,"2232",0.142857142857143
"0111","111120",4,"2234",0.142857142857143
"0111","111120",4,"2235",0.142857142857143
"0111","111120",4,"2238",0.142857142857143
"0111","111120",5,"22240",0.142857142857143
"0111","111120",5,"22250",0.142857142857143
"0111","111120",5,"22260",0.142857142857143
"0111","111120",5,"22320",0.142857142857143
"0111","111120",5,"22340",0.142857142857143
"0111","111120",5,"22350",0.142857142857143
"0111","111120",5,"22380",0.142857142857143
"0111","111140",2,"04",1
"0111","111140",3,"041",1
"0111","111140",4,"0411",0.5
"0111","111140",4,"0412",0.5
"0111","111140",5,"04110",0.5
"0111","111140",5,"04120",0.5
"0111","111110",2,"22",1
"0111","111110",3,"222",1
"0111","111110",4,"2222",1
"0111","111110",5,"22220",1
"0111","111998",2,"26",0.32
"0111","111998",2,"29",0.24
"0111","111998",2,"05",0.16
"0111","111998",2,"08",0.12
"0111","111998",2,"07",0.08
"0111","111998",2,"06",0.04
"0111","111998",2,"09",0.04
"0111","111998",3,"265",0.28
"0111","111998",3,"292",0.24
"0111","111998",3,"054",0.16
"0111","111998",3,"081",0.12
"0111","111998",3,"075",0.08
"0111","111998",3,"061",0.04
"0111","111998",3,"098",0.04
"0111","111998",3,"264",0.04
"0111","111998",4,"0548",0.16
"0111","111998",4,"0752",0.08
"0111","111998",4,"0811",0.08
"0111","111998",4,"2651",0.08
"0111","111998",4,"2929",0.08
"0111","111998",4,"0619",0.04
"0111","111998",4,"0810",0.04
"0111","111998",4,"0980",0.04
"0111","111998",4,"2640",0.04
"0111","111998",4,"2650",0.04
"0111","111998",4,"2652",0.04
"0111","111998",4,"2654",0.04
"0111","111998",4,"2655",0.04
"0111","111998",4,"2659",0.04
"0111","111998",4,"2920",0.04
"0111","111998",4,"2924",0.04
"0111","111998",4,"2925",0.04
"0111","111998",4,"2926",0.04
"0111","111998",5,"05481",0.04
"0111","111998",5,"05482",0.04
"0111","111998",5,"05484",0.04
"0111","111998",5,"05488",0.04
"0111","111998",5,"06190",0.04
"0111","111998",5,"07522",0.04
"0111","111998",5,"07528",0.04
"0111","111998",5,"08100",0.04
"0111","111998",5,"08111",0.04
"0111","111998",5,"08112",0.04
"0111","111998",5,"09800",0.04
"0111","111998",5,"26400",0.04
"0111","111998",5,"26500",0.04
"0111","111998",5,"26511",0.04
"0111","111998",5,"26512",0.04
"0111","111998",5,"26520",0.04
"0111","111998",5,"26540",0.04
"0111","111998",5,"26550",0.04
"0111","111998",5,"26599",0.04
"0111","111998",5,"29200",0.04
"0111","111998",5,"29240",0.04
"0111","111998",5,"29250",0.04
"0111","111998",5,"29269",0.04
"0111","111998",5,"29293",0.04
"0111","111998",5,"29298",0.04
"0111","111199",2,"04",0.75
"0111","111199",2,"22",0.125
"0111","111199",2,"29",0.125
"0111","111199",3,"045",0.625
"0111","111199",3,"043",0.125
"0111","111199",3,"223",0.125
"0111","111199",3,"292",0.125
"0111","111199",4,"0459",0.375
"0111","111199",4,"0430",0.125
"0111","111199",4,"0451",0.125
"0111","111199",4,"0452",0.125
"0111","111199",4,"2238",0.125
"0111","111199",4,"2929",0.125
"0111","111199",5,"04300",0.125
"0111","111199",5,"04510",0.125
"0111","111199",5,"04520",0.125
"0111","111199",5,"04591",0.125
"0111","111199",5,"04592",0.125
"0111","111199",5,"04599",0.125
"0111","111199",5,"22380",0.125
"0111","111199",5,"29298",0.125
"0111","111130",2,"05",1
"0111","111130",3,"054",1
"0111","111130",4,"0542",0.5
"0111","111130",4,"0548",0.5
"0111","111130",5,"05420",0.5
"0111","111130",5,"05481",0.5
"0111","111992",2,"22",1
"0111","111992",3,"222",1
"0111","111992",4,"2221",1
"0111","111992",5,"22210",1
"0112","111160",2,"04",1
"0112","111160",3,"042",1
"0112","111160",4,"0421",1
"0112","111160",5,"04211",1
"0113","111411",2,"05",0.5
"0113","111411",2,"29",0.5
"0113","111411",3,"054",0.5
"0113","111411",3,"292",0.5
"0113","111411",4,"0545",0.5
"0113","111411",4,"2926",0.5
"0113","111411",5,"05459",0.5
"0113","111411",5,"29269",0.5
"0113","111211",2,"05",1
"0113","111211",3,"054",1
"0113","111211",4,"0541",0.5
"0113","111211",4,"0548",0.5
"0113","111211",5,"05410",0.5
"0113","111211",5,"05481",0.5
"0113","111991",2,"05",0.5
"0113","111991",2,"29",0.5
"0113","111991",3,"054",0.5
"0113","111991",3,"292",0.5
"0113","111991",4,"0548",0.5
"0113","111991",4,"2925",0.5
"0113","111991",5,"05482",0.5
"0113","111991",5,"29250",0.5
"0114","111930",2,"05",0.666666666666667
"0114","111930",2,"29",0.333333333333333
"0114","111930",3,"054",0.666666666666667
"0114","111930",3,"292",0.333333333333333
"0114","111930",4,"0548",0.666666666666667
"0114","111930",4,"2920",0.333333333333333
"0114","111930",5,"05482",0.333333333333333
"0114","111930",5,"05488",0.333333333333333
"0114","111930",5,"29200",0.333333333333333
"0115","111910",2,"12",0.833333333333333
"0115","111910",2,"29",0.166666666666667
"0115","111910",3,"121",0.833333333333333
"0115","111910",3,"292",0.166666666666667
"0115","111910",4,"1211",0.333333333333333
"0115","111910",4,"1212",0.333333333333333
"0115","111910",4,"1213",0.166666666666667
"0115","111910",4,"2925",0.166666666666667
"0115","111910",5,"12110",0.166666666666667
"0115","111910",5,"12111",0.166666666666667
"0115","111910",5,"12120",0.166666666666667
"0115","111910",5,"12121",0.166666666666667
"0115","111910",5,"12130",0.166666666666667
"0115","111910",5,"29250",0.166666666666667
"0116","111920",2,"22",0.5
"0116","111920",2,"26",0.5
"0116","111920",3,"222",0.5
"0116","111920",3,"263",0.5
"0116","111920",4,"2223",0.5
"0116","111920",4,"2631",0.5
"0116","111920",5,"22230",0.5
"0116","111920",5,"26310",0.5
"0119","111219",2,"05",0.545454545454545
"0119","111219",2,"29",0.181818181818182
"0119","111219",2,"04",0.0909090909090909
"0119","111219",2,"09",0.0909090909090909
"0119","111219",2,"22",0.0909090909090909
"0119","111219",3,"054",0.363636363636364
"0119","111219",3,"292",0.181818181818182
"0119","111219",3,"044",0.0909090909090909
"0119","111219",3,"056",0.0909090909090909
"0119","111219",3,"057",0.0909090909090909
"0119","111219",3,"098",0.0909090909090909
"0119","111219",3,"223",0.0909090909090909
"0119","111219",4,"0545",0.181818181818182
"0119","111219",4,"0440",0.0909090909090909
"0119","111219",4,"0544",0.0909090909090909
"0119","111219",4,"0548",0.0909090909090909
"0119","111219",4,"0561",0.0909090909090909
"0119","111219",4,"0579",0.0909090909090909
"0119","111219",4,"0980",0.0909090909090909
"0119","111219",4,"2238",0.0909090909090909
"0119","111219",4,"2924",0.0909090909090909
"0119","111219",4,"2925",0.0909090909090909
"0119","111219",5,"04400",0.0909090909090909
"0119","111219",5,"05440",0.0909090909090909
"0119","111219",5,"05451",0.0909090909090909
"0119","111219",5,"05459",0.0909090909090909
"0119","111219",5,"05481",0.0909090909090909
"0119","111219",5,"05610",0.0909090909090909
"0119","111219",5,"05798",0.0909090909090909
"0119","111219",5,"09800",0.0909090909090909
"0119","111219",5,"22380",0.0909090909090909
"0119","111219",5,"29240",0.0909090909090909
"0119","111219",5,"29250",0.0909090909090909
"0119","111422",2,"29",1
"0119","111422",3,"292",1
"0119","111422",4,"2927",0.5
"0119","111422",4,"2925",0.25
"0119","111422",4,"2926",0.25
"0119","111422",5,"29250",0.25
"0119","111422",5,"29269",0.25
"0119","111422",5,"29271",0.25
"0119","111422",5,"29272",0.25
"0119","111940",2,"08",1
"0119","111940",3,"081",1
"0119","111940",4,"0811",1
"0119","111940",5,"08112",1
"0121","111332",2,"05",1
"0121","111332",3,"057",1
"0121","111332",4,"0575",1
"0121","111332",5,"05751",1
"0123","111320",2,"05",1
"0123","111320",3,"057",1
"0123","111320",4,"0572",0.75
"0123","111320",4,"0571",0.25
"0123","111320",5,"05712",0.25
"0123","111320",5,"05721",0.25
"0123","111320",5,"05722",0.25
"0123","111320",5,"05729",0.25
"0123","111310",2,"05",1
"0123","111310",3,"057",1
"0123","111310",4,"0571",1
"0123","111310",5,"05711",1
"0124","111331",2,"05",1
"0124","111331",3,"057",1
"0124","111331",4,"0574",1
"0124","111331",5,"05740",1
"0142","112920",2,"00",0.5
"0142","112920",2,"26",0.5
"0142","112920",3,"001",0.5
"0142","112920",3,"268",0.5
"0142","112920",4,"0015",0.5
"0142","112920",4,"2685",0.5
"0142","112920",5,"00150",0.5
"0142","112920",5,"26859",0.5
"0144","112410",2,"00",0.5
"0144","112410",2,"26",0.5
"0144","112410",3,"001",0.5
"0144","112410",3,"268",0.5
"0144","112410",4,"0012",0.5
"0144","112410",4,"2681",0.5
"0144","112410",5,"00121",0.5
"0144","112410",5,"26810",0.5
"0144","112420",2,"00",0.5
"0144","112420",2,"26",0.5
"0144","112420",3,"001",0.5
"0144","112420",3,"268",0.5
"0144","112420",4,"0012",0.5
"0144","112420",4,"2683",0.5
"0144","112420",5,"00122",0.5
"0144","112420",5,"26830",0.5
"0145","112210",2,"00",1
"0145","112210",3,"001",1
"0145","112210",4,"0013",1
"0145","112210",5,"00130",1
"0149","112910",2,"06",0.5
"0149","112910",2,"94",0.5
"0149","112910",3,"061",0.5
"0149","112910",3,"941",0.5
"0149","112910",4,"0616",0.5
"0149","112910",4,"9410",0.5
"0149","112910",5,"06160",0.5
"0149","112910",5,"94100",0.5
"0149","112930",2,"21",0.666666666666667
"0149","112930",2,"94",0.333333333333333
"0149","112930",3,"212",0.666666666666667
"0149","112930",3,"941",0.333333333333333
"0149","112930",4,"2120",0.666666666666667
"0149","112930",4,"9410",0.333333333333333
"0149","112930",5,"21201",0.333333333333333
"0149","112930",5,"21209",0.333333333333333
"0149","112930",5,"94100",0.333333333333333
"02-X01","113210",2,"29",0.5
"02-X01","113210",2,"23",0.25
"02-X01","113210",2,"05",0.0625
"02-X01","113210",2,"08",0.0625
"02-X01","113210",2,"09",0.0625
"02-X01","113210",2,"62",0.0625
"02-X01","113210",3,"292",0.5
"02-X01","113210",3,"232",0.25
"02-X01","113210",3,"054",0.0625
"02-X01","113210",3,"081",0.0625
"02-X01","113210",3,"098",0.0625
"02-X01","113210",3,"621",0.0625
"02-X01","113210",4,"2320",0.25
"02-X01","113210",4,"2929",0.25
"02-X01","113210",4,"0548",0.0625
"02-X01","113210",4,"0811",0.0625
"02-X01","113210",4,"0980",0.0625
"02-X01","113210",4,"2922",0.0625
"02-X01","113210",4,"2923",0.0625
"02-X01","113210",4,"2924",0.0625
"02-X01","113210",4,"2927",0.0625
"02-X01","113210",4,"6210",0.0625
"02-X01","113210",5,"05488",0.0625
"02-X01","113210",5,"08119",0.0625
"02-X01","113210",5,"09800",0.0625
"02-X01","113210",5,"23200",0.0625
"02-X01","113210",5,"23201",0.0625
"02-X01","113210",5,"23202",0.0625
"02-X01","113210",5,"23203",0.0625
"02-X01","113210",5,"29220",0.0625
"02-X01","113210",5,"29230",0.0625
"02-X01","113210",5,"29240",0.0625
"02-X01","113210",5,"29272",0.0625
"02-X01","113210",5,"29291",0.0625
"02-X01","113210",5,"29292",0.0625
"02-X01","113210",5,"29293",0.0625
"02-X01","113210",5,"29298",0.0625
"02-X01","113210",5,"62104",0.0625
"0220","113310",2,"24",0.75
"0220","113310",2,"63",0.25
"0220","113310",3,"247",0.5
"0220","113310",3,"245",0.25
"0220","113310",3,"634",0.25
"0220","113310",4,"2450",0.25
"0220","113310",4,"2471",0.25
"0220","113310",4,"2472",0.25
"0220","113310",4,"6349",0.25
"0220","113310",5,"24501",0.25
"0220","113310",5,"24711",0.25
"0220","113310",5,"24721",0.25
"0220","113310",5,"63491",0.25
"03-X01","114119",2,"29",0.666666666666667
"03-X01","114119",2,"03",0.111111111111111
"03-X01","114119",2,"09",0.111111111111111
"03-X01","114119",2,"66",0.111111111111111
"03-X01","114119",3,"291",0.444444444444444
"03-X01","114119",3,"292",0.222222222222222
"03-X01","114119",3,"036",0.111111111111111
"03-X01","114119",3,"098",0.111111111111111
"03-X01","114119",3,"667",0.111111111111111
"03-X01","114119",4,"2919",0.333333333333333
"03-X01","114119",4,"0360",0.111111111111111
"03-X01","114119",4,"0980",0.111111111111111
"03-X01","114119",4,"2911",0.111111111111111
"03-X01","114119",4,"2920",0.111111111111111
"03-X01","114119",4,"2929",0.111111111111111
"03-X01","114119",4,"6671",0.111111111111111
"03-X01","114119",5,"03600",0.111111111111111
"03-X01","114119",5,"09808",0.111111111111111
"03-X01","114119",5,"29115",0.111111111111111
"03-X01","114119",5,"29197",0.111111111111111
"03-X01","114119",5,"29198",0.111111111111111
"03-X01","114119",5,"29199",0.111111111111111
"03-X01","114119",5,"29200",0.111111111111111
"03-X01","114119",5,"29298",0.111111111111111
"03-X01","114119",5,"66710",0.111111111111111
"03-X01","114112",2,"03",0.666666666666667
"03-X01","114112",2,"01",0.333333333333333
"03-X01","114112",3,"034",0.333333333333333
"03-X01","114112",3,"011",0.166666666666667
"03-X01","114112",3,"014",0.166666666666667
"03-X01","114112",3,"036",0.166666666666667
"03-X01","114112",3,"037",0.166666666666667
"03-X01","114112",4,"0118",0.166666666666667
"03-X01","114112",4,"0140",0.166666666666667
"03-X01","114112",4,"0340",0.166666666666667
"03-X01","114112",4,"0341",0.166666666666667
"03-X01","114112",4,"0360",0.166666666666667
"03-X01","114112",4,"0372",0.166666666666667
"03-X01","114112",5,"01189",0.166666666666667
"03-X01","114112",5,"01400",0.166666666666667
"03-X01","114112",5,"03400",0.166666666666667
"03-X01","114112",5,"03410",0.166666666666667
"03-X01","114112",5,"03600",0.166666666666667
"03-X01","114112",5,"03720",0.166666666666667
"03-X01","311710",2,"03",0.583333333333333
"03-X01","311710",2,"01",0.166666666666667
"03-X01","311710",2,"09",0.166666666666667
"03-X01","311710",2,"04",0.0833333333333333
"03-X01","311710",3,"035",0.416666666666667
"03-X01","311710",3,"014",0.166666666666667
"03-X01","311710",3,"037",0.166666666666667
"03-X01","311710",3,"098",0.166666666666667
"03-X01","311710",3,"048",0.0833333333333333
"03-X01","311710",4,"0350",0.416666666666667
"03-X01","311710",4,"0980",0.166666666666667
"03-X01","311710",4,"0140",0.0833333333333333
"03-X01","311710",4,"0141",0.0833333333333333
"03-X01","311710",4,"0371",0.0833333333333333
"03-X01","311710",4,"0372",0.0833333333333333
"03-X01","311710",4,"0488",0.0833333333333333
"03-X01","311710",5,"01400",0.0833333333333333
"03-X01","311710",5,"01410",0.0833333333333333
"03-X01","311710",5,"03500",0.0833333333333333
"03-X01","311710",5,"03501",0.0833333333333333
"03-X01","311710",5,"03502",0.0833333333333333
"03-X01","311710",5,"03503",0.0833333333333333
"03-X01","311710",5,"03504",0.0833333333333333
"03-X01","311710",5,"03710",0.0833333333333333
"03-X01","311710",5,"03720",0.0833333333333333
"03-X01","311710",5,"04880",0.0833333333333333
"03-X01","311710",5,"09805",0.0833333333333333
"03-X01","311710",5,"09809",0.0833333333333333
"03-X01","114111",2,"03",0.571428571428571
"03-X01","114111",2,"41",0.214285714285714
"03-X01","114111",2,"43",0.142857142857143
"03-X01","114111",2,"08",0.0714285714285714
"03-X01","114111",3,"034",0.357142857142857
"03-X01","114111",3,"411",0.214285714285714
"03-X01","114111",3,"037",0.142857142857143
"03-X01","114111",3,"431",0.142857142857143
"03-X01","114111",3,"036",0.0714285714285714
"03-X01","114111",3,"081",0.0714285714285714
"03-X01","114111",4,"4111",0.214285714285714
"03-X01","114111",4,"0340",0.0714285714285714
"03-X01","114111",4,"0341",0.0714285714285714
"03-X01","114111",4,"0342",0.0714285714285714
"03-X01","114111",4,"0343",0.0714285714285714
"03-X01","114111",4,"0344",0.0714285714285714
"03-X01","114111",4,"0360",0.0714285714285714
"03-X01","114111",4,"0371",0.0714285714285714
"03-X01","114111",4,"0372",0.0714285714285714
"03-X01","114111",4,"0814",0.0714285714285714
"03-X01","114111",4,"4310",0.0714285714285714
"03-X01","114111",4,"4312",0.0714285714285714
"03-X01","114111",5,"03400",0.0714285714285714
"03-X01","114111",5,"03410",0.0714285714285714
"03-X01","114111",5,"03420",0.0714285714285714
"03-X01","114111",5,"03430",0.0714285714285714
"03-X01","114111",5,"03440",0.0714285714285714
"03-X01","114111",5,"03600",0.0714285714285714
"03-X01","114111",5,"03710",0.0714285714285714
"03-X01","114111",5,"03720",0.0714285714285714
"03-X01","114111",5,"08142",0.0714285714285714
"03-X01","114111",5,"41111",0.0714285714285714
"03-X01","114111",5,"41112",0.0714285714285714
"03-X01","114111",5,"41113",0.0714285714285714
"03-X01","114111",5,"43100",0.0714285714285714
"03-X01","114111",5,"43120",0.0714285714285714
"03-X02","112511",2,"03",1
"03-X02","112511",3,"034",1
"03-X02","112511",4,"0341",0.5
"03-X02","112511",4,"0343",0.5
"03-X02","112511",5,"03410",0.5
"03-X02","112511",5,"03430",0.5
"03-X02","112512",2,"03",1
"03-X02","112512",3,"036",1
"03-X02","112512",4,"0360",1
"03-X02","112512",5,"03600",1
"0510","212113",2,"32",1
"0510","212113",3,"322",1
"0510","212113",4,"3221",1
"0510","212113",5,"32210",1
"0520","212111",2,"32",1
"0520","212111",3,"322",0.5
"0520","212111",3,"323",0.5
"0520","212111",4,"3223",0.5
"0520","212111",4,"3231",0.5
"0520","212111",5,"32230",0.5
"0520","212111",5,"32312",0.5
"0520","212112",2,"32",1
"0520","212112",3,"322",0.666666666666667
"0520","212112",3,"323",0.333333333333333
"0520","212112",4,"3222",0.333333333333333
"0520","212112",4,"3223",0.333333333333333
"0520","212112",4,"3231",0.333333333333333
"0520","212112",5,"32220",0.333333333333333
"0520","212112",5,"32230",0.333333333333333
"0520","212112",5,"32312",0.333333333333333
"0710","212210",2,"28",1
"0710","212210",3,"281",1
"0710","212210",4,"2815",0.5
"0710","212210",4,"2816",0.5
"0710","212210",5,"28150",0.5
"0710","212210",5,"28160",0.5
"0721","212299",2,"28",1
"0721","212299",3,"287",0.875
"0721","212299",3,"286",0.125
"0721","212299",4,"2879",0.5
"0721","212299",4,"2860",0.125
"0721","212299",4,"2873",0.125
"0721","212299",4,"2876",0.125
"0721","212299",4,"2877",0.125
"0721","212299",5,"28600",0.125
"0721","212299",5,"28731",0.125
"0721","212299",5,"28760",0.125
"0721","212299",5,"28770",0.125
"0721","212299",5,"28791",0.125
"0721","212299",5,"28792",0.125
"0721","212299",5,"28793",0.125
"0721","212299",5,"28799",0.125
"0729","212291",2,"28",1
"0729","212291",3,"286",0.5
"0729","212291",3,"287",0.5
"0729","212291",4,"2860",0.5
"0729","212291",4,"2879",0.5
"0729","212291",5,"28600",0.5
"0729","212291",5,"28793",0.5
"0729","212221",2,"28",1
"0729","212221",3,"289",1
"0729","212221",4,"2890",1
"0729","212221",5,"28901",1
"0729","212222",2,"28",1
"0729","212222",3,"289",1
"0729","212222",4,"2890",1
"0729","212222",5,"28901",1
"08-X01","311514",2,"02",0.5
"08-X01","311514",2,"09",0.166666666666667
"08-X01","311514",2,"59",0.166666666666667
"08-X01","311514",2,"04",0.0833333333333333
"08-X01","311514",2,"06",0.0833333333333333
"08-X01","311514",3,"022",0.5
"08-X01","311514",3,"098",0.166666666666667
"08-X01","311514",3,"592",0.166666666666667
"08-X01","311514",3,"048",0.0833333333333333
"08-X01","311514",3,"061",0.0833333333333333
"08-X01","311514",4,"0224",0.333333333333333
"08-X01","311514",4,"0980",0.166666666666667
"08-X01","311514",4,"5922",0.166666666666667
"08-X01","311514",4,"0220",0.0833333333333333
"08-X01","311514",4,"0223",0.0833333333333333
"08-X01","311514",4,"0488",0.0833333333333333
"08-X01","311514",4,"0619",0.0833333333333333
"08-X01","311514",5,"02200",0.0833333333333333
"08-X01","311514",5,"02230",0.0833333333333333
"08-X01","311514",5,"02241",0.0833333333333333
"08-X01","311514",5,"02242",0.0833333333333333
"08-X01","311514",5,"02243",0.0833333333333333
"08-X01","311514",5,"02249",0.0833333333333333
"08-X01","311514",5,"04880",0.0833333333333333
"08-X01","311514",5,"06190",0.0833333333333333
"08-X01","311514",5,"09800",0.0833333333333333
"08-X01","311514",5,"09809",0.0833333333333333
"08-X01","311514",5,"59221",0.0833333333333333
"08-X01","311514",5,"59222",0.0833333333333333
"08-X01","311513",2,"02",0.6
"08-X01","311513",2,"04",0.2
"08-X01","311513",2,"09",0.2
"08-X01","311513",3,"022",0.4
"08-X01","311513",3,"024",0.2
"08-X01","311513",3,"048",0.2
"08-X01","311513",3,"098",0.2
"08-X01","311513",4,"0220",0.2
"08-X01","311513",4,"0224",0.2
"08-X01","311513",4,"0240",0.2
"08-X01","311513",4,"0488",0.2
"08-X01","311513",4,"0980",0.2
"08-X01","311513",5,"02200",0.2
"08-X01","311513",5,"02241",0.2
"08-X01","311513",5,"02400",0.2
"08-X01","311513",5,"04880",0.2
"08-X01","311513",5,"09800",0.2
"08-X01","311911",2,"05",0.5
"08-X01","311911",2,"09",0.5
"08-X01","311911",3,"058",0.5
"08-X01","311911",3,"098",0.5
"08-X01","311911",4,"0589",0.5
"08-X01","311911",4,"0980",0.5
"08-X01","311911",5,"05891",0.5
"08-X01","311911",5,"09800",0.5
"08-X01","311991",2,"09",0.5
"08-X01","311991",2,"04",0.25
"08-X01","311991",2,"05",0.25
"08-X01","311991",3,"098",0.5
"08-X01","311991",3,"048",0.25
"08-X01","311991",3,"056",0.25
"08-X01","311991",4,"0980",0.5
"08-X01","311991",4,"0483",0.25
"08-X01","311991",4,"0561",0.25
"08-X01","311991",5,"04830",0.25
"08-X01","311991",5,"05610",0.25
"08-X01","311991",5,"09800",0.25
"08-X01","311991",5,"09809",0.25
"08-X01","311421",2,"05",0.727272727272727
"08-X01","311421",2,"09",0.136363636363636
"08-X01","311421",2,"04",0.0454545454545455
"08-X01","311421",2,"11",0.0454545454545455
"08-X01","311421",2,"29",0.0454545454545455
"08-X01","311421",3,"058",0.5
"08-X01","311421",3,"056",0.136363636363636
"08-X01","311421",3,"098",0.136363636363636
